author,content,date,id,review_title,timestamp
Developer,"We appreciate your feedback. Since you wrote these comments, there have been a number of upgrades to improve the Alexa speech, enhance her comprehension, and new safeguards to avoid the skill turning off without intention. We encourage you to try it again! Additional support is available at gamesupport@spe.sony.com",8 months ago,0c480fed-aa5d-433c-9356-b572448b9928,Needs an upgrade,1504521035.0697792
Amazon Customer,Alexa really needs to pronounce the categories and questions more clearly.  Her speech is often slurred/garbled and this takes the fun out of playing Jeopardy if you cannot understand the question.  This should not be a difficult fix.Hank; Texas,9 months ago,d749360e-8a71-4c0f-851c-8100befd70fa,Needs an upgrade,1504521035.0707824
L. Gregg,"I had similar experience.  She got my first question but shut down on 2nd.  When I pull her up for Jeopardy again, same deal (endless loop).   This is a zero star app.  Alexa is generally good, but this ""skill"" needs a lot of work.",9 months ago,af1749bb-68f3-4469-8249-1ec47e1d9a28,"Alexa, What is....",1504521035.1068742
SPT Games,"Hi there!  We're sorry you didn't have a great experience with our skill.  That ""did she hear you correctly?"" feature is actually part of the Alexa service, not the Jeopardy! Skill.  Unfortunately we don't have control over the placement with the cards and we don't receive the feedback you give (it goes to Amazon).  If you have detection issues, you can email our support address: gamesupport@spe.sony.com.",5 months ago,71894a4f-21ea-4038-92ac-809fd8677629,"HORRIBLE ""feedback"" in Ap",1504521047.0121799
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. We encourage you to play this week and let us know if your experience is improved as we have fixed them.,9 months ago,07192cb8-2939-4eb1-96ed-c2a4f5874776,Alexa hates her job and wants us to leave her alone,1504521053.2770648
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. These have been fixed. We encourage you to play this week and let us know if your experience is improved.,9 months ago,cc38ed1d-9bcd-40b0-b53c-8798adb2be54,Not ready for release. Funny but not fun.,1504521058.5525904
Miles Brown Jr,"Went through the troubleshooting steps but no luck. Played another round only to be told the President on Mount Rushmore who served the shortest term was President Crock-Pot, and the name of a popular magazine about homes and ending in -ping is, not Good Housekeeping as I thought, but Lincoln.  I am uninstalling this skill, if you can call it that.  Note to the developers: the problem seems to begin if one answers a question incorrectly.  Once that happens, the synchronization between question and answer (answer and question in this case) is lost and Alexa thinks the answer to the prior question should be the answer to the current question.",9 months ago,997fed53-1b2f-456a-a687-cdfd54c57ab2,Not ready for release. Funny but not fun.,1504521058.5530918
DJK,I am now able to play Jeopardy J6 without it shutting down. Thank you for attending to the problem so quickly. Thank you.,9 months ago,431a31b2-72c6-41fa-809e-db6dd9164343,Jeopardy will not go past second question.,1504521058.6157591
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. These have been fixed. We encourage you to play this week and let us know if your experience is improved.,9 months ago,4fe4f375-b39d-4280-a873-cdc7099d74e5,Jeopardy will not go past second question.,1504521058.6157591
DJK,Why the insult? I bought the tap first since it was cheaper just to see if I would make use of Alexa. Also I did not realize you had to push a button to use it if YOU have to know. Why you have to question people on their choices? Are you a bully thinking you are better than everyone just because you do not have an tap as well as an echo?,9 months ago,a11ce56d-a39b-4382-b9bd-bfcbc07ee074,Jeopardy will not go past second question.,1504521058.61626
Special K,Why did you buy a tap? That's the most useless version of an echo.,9 months ago,1541d59c-d5bf-41d5-ad0e-5aef28cd6688,Jeopardy will not go past second question.,1504521058.6167612
Developer,"We believe the problem you encountered was due to a server overload over the weekend. The skill requires continuous connectivity to the server in order to function, and may revert to past content if it cannot do so. We encourage you to try again M-F when there is new content each day as we made adjustments that should improve the experience. Let us know how it goes.",9 months ago,869fab9f-3ba8-45c7-a5c6-96e16b5afa67,"Please fix the ""unable to access your jeopardy j6 skill right now""",1504521110.6752336
SPT Games,"Hi Damayanti,We have made several fixes in our Alexa Skill that should fix several of the bugs. We received huge demand recently and have taken steps to improve our game's performance. If you continue to have any problems, you can email our support team directly at gamesupport@spe.sony.com.",9 months ago,7653e5fb-820d-425d-8421-e47e3f983ceb,Still needs work,1504521117.1553087
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. These have been fixed. We encourage you to play this week and let us know if your experience is improved.,9 months ago,0101fd2e-573d-4f3e-b660-29bafec6a610,Bugypardy,1504521123.4950895
Developer,"We recommend saying ""I don't know"" if you don't know the answer. This way Alexa knows you are playing and won't quit due to lack of response. Often this is what causes it to shut down. Let us know if this helps your experience with the skill.",9 months ago,f54d75b6-01b3-49c8-befb-e4583df565ec,Potentially great,1504521123.5808265
SPT Games,"I'm sorry that you're having problems with the Jeopardy! skill.  We are actively working on several fixes for the skill that will hopefully address some of your issues.  If you continue to have problems, you can reach out to our support team directly at gamesupport@spe.sony.com.",8 months ago,7c38ab84-e3c4-4a3c-9668-fb3dbbd46dee,Alexa seems confused....all the time,1504521123.6189184
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. These have been fixed. We encourage you to play this week and let us know if your experience is improved.,9 months ago,b5eff199-54c8-4027-894f-0994ed0853e0,Good start,1504521130.046934
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. These have been fixed. We encourage you to play this week and let us know if your experience is improved.,9 months ago,1b8de0fa-ec28-4b6a-a640-a495425899e5,disappointing,1504521135.4955018
Developer,"There is new content each day M-F. If you were having trouble accessing it, it may have been due to a server overload. We encourage you to try again on Monday. If you still encounter problems, please let us know exactly where it is failing to load for you.",9 months ago,05ddab0e-2b0b-4f97-8a1d-300d25b8d42a,Please fix!!,1504521135.51357
Shawn P.,excellent! thanks,5 months ago,ff0930da-7fd2-401a-a9d4-95336ce34134,Not Goldilocks just yet....,1504521141.9613879
Developer,"Thanks so much for your feedback. One easy way to get more time is to ask Alexa to repeat the question. Simply say ""Repeat"" and she will provide the clue again, and it also resets the timer.",8 months ago,b7cbd846-2d2a-4b89-9f33-0d348119ab39,Not Goldilocks just yet....,1504521141.9613879
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. These have been fixed. We encourage you to play this week and let us know if your experience is improved.,9 months ago,689d11a6-6f14-4f33-911a-454ed9ec4208,cool concept but doesn't work,1504521148.4932697
Developer,"We believe the problem you encountered was due to a server overload over the weekend. The skill requires continuous connectivity to the server in order to function, and may have been interrupted. We encourage you to try again M-F when there is new content each day. It also helps to say ""I don't know"" or make a guess rather than say nothing, as Alexa works best in responding to an input.",9 months ago,a6eebcb1-848e-41e0-bcb5-4eb84f8b510a,Please fix it,1504521148.5288937
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. These have been fixed. We encourage you to play this week and let us know if your experience is improved.,9 months ago,9ec871ba-2adc-4d06-97e2-fdda9fb5d7b6,Great for 1 question,1504521148.5644672
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. These have been fixed. We encourage you to play this week and let us know if your experience is improved.,9 months ago,190fc88b-1ede-4d2c-8698-479c829cb6bf,Shuts down,1504521148.62863
Developer,We believe the problem you encountered was due to a server overload over the weekend. The skill requires continuous connectivity to the server in order to function. We encourage you to try again M-F when there is new content each day. We have made adjustments that should improve the experience.,9 months ago,0d9fd8fe-8366-4b0f-8857-dd3a77f6fdf3,Doesn't Complete,1504521153.9392395
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. These have been fixed. We encourage you to play this week and let us know if your experience is improved.,9 months ago,e367a778-f4e4-4846-86ea-f44f509599e6,Crashes,1504521153.9748342
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. These have been fixed. We encourage you to play this week and let us know if your experience is improved.,9 months ago,40ebcf08-d90e-49d9-af5e-44b8751a4bfa,Ditto,1504521154.0129352
L. Dvorak,The Jeopardy people make 6 questions for every category in case there is some problem during the game. J6 is those extra questions; it's not meant to be a full game of Jeopardy.,7 months ago,d2a7ff52-2011-46b7-b49d-7fc0f4a6669a,Need more questions,1504521160.332616
Developer,This could have been caused if you did not play all 6 clues. There has also been intense traffic over the weekend that may have interfered with the score saving. We suggest trying again Monday when there is a new set of clues. Let us know if the problem persists.,9 months ago,db834373-aacb-42a9-a8f3-3985cb20496d,Not so wonderful,1504521171.3899517
SPT Games,"Hi Rob, we released an update on Friday that should fix the problem of Alexa skipping ahead to the next clue.  We're also listening to our fans to improve her pronunciation as much as we can.  We hope you keep playing an enjoying the game!",8 months ago,eaabf925-7e58-4b6e-8d7c-91ee63d9f614,"Ok, but could be a lot better",1504521176.8907714
SPT Games,We are actively working on fixes for the issues you have experienced.  We hope you keep playing to see the other updates we are planning.,8 months ago,93b64ee0-0463-4a58-921b-b85dbae90ec5,Fun when it wirks,1504521220.7355204
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. These have been fixed. We encourage you to play this week and let us know if your experience is improved.,9 months ago,e5f281a9-dfe6-4f9a-be55-99cd00fe3d56,Needs more questions,1504521226.1617472
Developer,"Be sure to say ""Alexa"" before any quit word. For example, ""Alexa, exit"" or ""Alexa, quit"" - Alexa won't hear you if she is speaking while a person speaks, unless specifically using her name.",9 months ago,bc52cfec-47f5-4c9b-aec4-9d00c5437c18,Won't turn off.,1504521248.4026961
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. These have been fixed. We encourage you to play this week and let us know if your experience is improved.,9 months ago,2ffd8a65-31ef-4225-a1bd-829295dfe8c4,Broken,1504521260.5044303
SPT Games,"We released an updated recently that should have fixed this issue (a bug caused it to mix up the clues between different days).  If you experience problems, you can email our support team at gamesupport@spe.sony.com so we can address problems directly.",8 months ago,a228a317-ebe1-4114-9773-d40893f4b260,Great but glitchy,1504521266.4809532
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. We encourage you to play this week and let us know if your experience is improved as we have fixed them.,9 months ago,b0946506-d44b-473d-904c-6b16170701d3,Getting worse since last update,1504521266.5250695
SPT Games,"I'm sorry you had trouble accessing the skill.  We have had exceptionally high traffic to the skill recently, which may have caused some slow response times for some players.  We know our skill is working now and hope that you'll try again!",8 months ago,d164287d-7886-46fd-a778-529cb5a8024a,What is not working?,1504521278.3699188
Developer,"If you prompt with ""repeat"", she will repeat the clue. She will do this as many times as you prompt her. The change was made because many people did not know they had to say something - a guess, repeat request or ""I don't know"" - in order to continue the game (otherwise Alexa goes to sleep). Sorry for the confusion and hope you will continue to enjoy the skill.",8 months ago,91ac0ce5-b51e-4879-b213-7e0fe3fddb0a,Do not like the new format.,1504521303.7265027
Developer,"Players have 5 seconds to respond, which can go quickly! It should ask you whether you want more time, and if you say ""yes"" it will give you another 5 seconds. Try it and let is know if it helps your experience.",9 months ago,6ceea86e-11b0-46d2-8132-91b1a816bf3f,"What is ""Give me a chance to answer""?",1504521310.6251745
SPT Games,"Hi, we have fixed the issue that caused the mismatched clues and answers.  We received huge demand recently and have made changes to improve our performance.  If you continue to have any problems, you can email our support team directly at gamesupport@spe.sony.com.",9 months ago,0dda71f4-fca4-40f6-a794-b4907257e0cc,Bug?,1504521317.6796827
SPT Games,Thanks for playing!,8 months ago,e33027c5-78f9-48d5-9dc6-3e98e7c6b0d9,"Great, quick Jeopardy experience.",1504521317.7338543
Developer,The development team would love to hear more detail on what does not work well for you. Please don't hesitate to post more information so we can make the experience better.,9 months ago,619f9195-b622-4063-981d-73cbec52ad94,This app needs work. Zero craftsmanship.,1504521330.300214
Developer,The development team would love to hear more detail on what does not work well for you. Please don't hesitate to post more information so we can make the experience better.,9 months ago,c5798b83-1f31-41ca-be35-3296cfe024d1,Not to good,1504521336.4124057
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. These have been fixed. We encourage you to play this week and let us know if your experience is improved.,9 months ago,8eee9a30-2fc0-4c1e-8b9b-ae4425b11246,Clue #2,1504521336.4830942
Developer,"We believe the problem you encountered was due to a server overload over the weekend. The skill requires continuous connectivity to the server in order to function, and may revert to past content if it cannot do so. We encourage you to try again M-F when there is new content each day as we made adjustments that should improve the experience.",9 months ago,c4b7392c-f4ba-4d72-b4cd-74f8529e3530,Wish I could give it negative stars,1504521348.6342754
Developer,"It is possble the problem you encountered was due to a server overload over the weekend. The skill requires continuous connectivity to the server in order to function. We encourage you to try again M-F when there is new content each day. Also, sometimes she might be just starting to speak or still stopping and doesn't pick up all that is said if it overlaps. Try speaking in the pure silence. Let us know if your experience is improved.",9 months ago,b92790f8-1980-4e6e-9f95-b1802d4a408c,Epic Fail!!,1504521348.6653297
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. These have been fixed. We encourage you to play this week and let us know if your experience is improved.,9 months ago,c4ed712e-0954-4693-a073-a79d34fd3d64,Needs to be fixed,1504521360.2088468
Developer,There are new questions every day M-F. They are tied to the TV show which runs new episodes each weekday. There are 36 clues to play each week.,9 months ago,6671013e-a117-4f49-92bc-7d388b18beaf,Two Stars,1504521366.440925
Developer,We discovered an issue with certain text characters that were in some questions and which caused problems for Alexa. We encourage you to play this week and let us know if your experience is improved as we have fixed them.,9 months ago,87faad3f-97ec-4a4a-9547-2349bd04c761,Keeps cras,1504521371.646268
Developer,"Assuming the J6 Skill is enabled in the Alexa app (which is required for Alexa to find the game), we believe the problem you encountered was due to a server overload over the weekend. The skill requires continuous connectivity to the server in order to function. We encourage you to try again M-F when there is new content each day. We have made adjustments that should improve the experience.",9 months ago,94e8cf47-7503-4357-bf57-f3ee517a3f46,Works badly,1504521371.6643157
SPT Games,We are actively working on several fixes to the skill that should fix some of the detection issues you may be experiencing.  You can also access Voice Training from the settings in your Alexa App to help her improve her speech recognition.,8 months ago,d1eb012a-f056-4ed1-aa5f-be85f7e5b4f4,Alexa are you listening?,1504521395.844874
SPT Games,"Hi Sean, thanks for trying the Jeopardy! skill.  We've been working hard this week to improve our performance and made some changes today that should fix the problems you're describing.  If you still have problems, you can email gamesupport@spe.sony.com to get in touch with our support team.",9 months ago,ceee9723-8afd-482a-b08b-2a758ef47ffd,Has gotten better. Updated Review.,1504521395.880996
Developer,"Jeopardy! is a TV show that provides contestants with a ""clue"" that is more like an answer, and requires them to respond in question format. The J6 Skill replicates this for authenticity and provide players at home with an experience like the TV show.",9 months ago,8712259c-8415-4ca5-bbc8-e6a783face3f,"Had a good laugh, but couldn't play",1504521402.9053755
SPT Games,"Hi Mark, We are working on a fix for this issue.  In our next update, the skill will remember where you leave off so you can quickly finish the game in situations like this.  We didn't expected the overwhelming response that Jeopardy! fans have given us and we are working on several updates to improve the game for everyone.   Thanks for playing, and we hope you keep using our skill.",5 months ago,4fd39ed7-685b-4806-830d-dc4733ee85b6,Crash and burn,1504521420.0963595
SPT Games,"Hi Gordon,We received overwhelming traffic the past few days that caused slow response times and crashes for many of our users.  We made several fixes today that should improve your experience and are actively working to improve our Alexa Skill's performance.  If you continue to have problems, email our support team at gamesupport@spe.sony.com so that we can address bugs directly.",9 months ago,e482ff6d-40d4-439c-a745-118ba03be034,cuts me off halfway into the first syllable,1504521420.1866837
SPT Games,"Hi Frederick.  Sorry you had a problem with our skill, but I think in this case you misunderstood the clue last week.  The helium clue didn't state that the symbol is ""EL"".  The category was specifically about elements that contain the letters ""el"" in the full name, like nickel, selenium, tellurium, nobelium, etc.  We hope you keep playing, and if you run into any other questionable clues, you can email our customer support team at gamesupport@spe.sony.com.",6 months ago,ffc746b0-5899-49c0-8c66-e57c68d9f36f,What Jeopardy is now introducing Alt-Fact..lol,1504521431.9380858
Developer,There are new questions every day M-F. They are tied to the TV show which runs new episodes each weekday. Play every day this week and let us know what you think!,9 months ago,5347f093-899b-4306-9d16-0c07e781c903,Not Nearly Enough Content to be Considered a Good Skill,1504521437.4477751
SPT Games,I'm sorry to hear that you had problems.  We are actively working to improve our Alexa Skill's performance in the face of massive demand and made several fixes today.  You can email our support team at gamesupport@spe.sony.com if you continue to experience issues.,9 months ago,714f2ccd-1498-4967-8a70-5787a9cb32f2,Don't install,1504521437.4688308
SPT Games,"I'm sorry to hear that you had problems. We have received overwhelming traffic the past few days and are actively working to improve our Alexa Skill's performance. We made several fixes today that should improve your experience. If you continue to have issues, email our support team at gamesupport@spe.sony.com so that we can address bugs more directly.",9 months ago,78739277-014d-4f0a-a69e-67c113db2e60,Not good at all,1504521437.4908898
SPT Games,"I'm sorry you had trouble accessing the skill.  We have had exceptionally high traffic to the skill recently, which may have caused some slow response times for some players.  We know our skill is working now and hope that you'll try again!",8 months ago,b6a345be-740b-4c78-90d4-c10ae6f558ed,Missing in action,1504521437.5119722
Developer,We're sorry you are having issues. Please reach out to us at gamesupport@spe.sony.com so we can help you resolve them.,8 months ago,3daa43b8-5363-4ff3-bc1c-30f7a8eaa3ca,Unfortunately...,1504521437.545065
SPT Games,"I'm sorry to hear that you had problems.  We have received overwhelming traffic the past few days and are actively working to improve our Alexa Skill's performance.  We made several fixes today that should improve your experience.  If you continue to have issues, you can email our support team at gamesupport@spe.sony.com so that we can address bugs more directly.",9 months ago,e1ffb0f6-92d4-49ab-b12f-39b10ce1edcb,Don't waste your time!,1504521449.6677935
Developer,"We are sorry to hear of your experience. As it happens, the prompts to turn her off are not currently those you tried. If you say ""Alexa, quit"" or ""Alexa, exit"" or even ""Alexa stop"" she will turn off. She is programmed to only respond to the specific prompt in order to not shut off for people who don't want her to. We hope this helps your experience with Jeopardy! and other Alexa skills.",8 months ago,fb0993a4-b8a3-47b9-b585-b6b61d12d387,Horrible. Would not shut off or shut up,1504521455.4236698
IrishLass,This made my day lol there are times I want to smack Alexa too..why I put her out of reach lol,8 months ago,f87496e3-d271-4144-a71f-0d012e39d7af,Horrible. Would not shut off or shut up,1504521455.4236698
SPT Games,"Hi there! I'm sorry you had a problem playing our Jeopardy! skill.  We are actively trying to improve the game so if you have any problems we can help you more directly if you email our support team at gamesupport@spe.sony.com.  If you explain the issue you're having, we will do our best to help.",8 months ago,dd1073e5-3624-4287-8347-dde1f202613a,Pass on this,1504521455.4467294
Developer,"We're sorry you are having issues. Please make sure the skill is enabled in the Alexa app. If so, and you are still having issues, please reach out to us at gamesupport@spe.sony.com so we can help you resolve them.",8 months ago,03dcf8b3-55a8-4505-b05b-b37165c951ee,Will not work,1504521455.5154145
Developer,We're sorry to hear about your experience and understand your frustration. We encourage you to contact our technical support at gamesupport@spe.sony.com so we can help you troubleshoot. We have an enormous amount of people who successfully play every day without problems and we'd love to help you with any issues.,8 months ago,b3893867-f386-4d3e-9d8c-0b7ba0971afb,Disgusting!,1504521460.2055202
I.F.,"Lol, and what's the definition of ignorant? To use your words, being ignorant is exactly being ""uninformed on the particulars."" I guess if anything, your comment is a cautionary tale on how one might want to refrain from chastising someone when they themselves are self-righteously indignant. I agree with your observation in regards to hyenas though. They are also predators.",2 months ago,a7603a87-b2ff-4dd6-a953-eb732f7d1f3e,Really fun,1504521521.0368838
Caydence,"Actually, even though some hyenas are primarily scavengers,they are ALSO predators. Hyenas (particularly spotted hyenas) will kill if there's nothing for them to scavenge so.....if anything, your comment is a cautionary tale of how one might want to refrain from being judgemental about other people's level of intelligence. Sometimes it's not a matter of someone being ""not too swift or ignorant"" but just uninformed on the particulars.I agree with your observation in regards to the game though. One wrong (or subjective) answer and it can throw the results off.",2 months ago,fab6e7bd-2c84-45b6-81e5-21a2193fee8e,Really fun,1504521521.0368838
Jeff Bolton,Hi Andrew!  I'm sorry you had a poor experience!  I assume you had this problem with a single question?  Please e-mail us at millionairegame@voiceapps.io and let us know which one.  We'll get it corrected ASAP!,5 days ago,6be289c9-407a-40a1-8b38-214adb5ab493,Didn't understand me!!!,1504521695.5553176
Jeff Bolton,"Hi!  I'm sorry you didn't find our game to your liking!  With a popular game format, over 2500 questions, dozens of custom sounds, interactive voice dialogue, and countless hours of development time by our engineers, most people find the game incredibly entertaining!  Please e-mail us at millionairegame@voiceapps.io and let us know how we can make it better for you!",1 month ago,94a1ecd5-b200-4097-9963-860992f7e30b,Boring,1504521739.6454835
Jeff Bolton,"Hi Felicia!  Thanks for the feedback!  We'll look into why it's having trouble at that point in the game.  It's not programmed to say ""Sorry, I need a minute"", so that's very interesting!  We'll troubleshoot and get it corrected for you!  If you have any additional information, please e-mail us at millionairegame@voiceapps.io.",10 days ago,961bee1a-2d36-446c-8247-b513592301b0,Keeps crashing,1504521752.5437467
MyCleverUserName,"I agree.  So I've been adding, ""A...Spain"".  Seems to be working better now.",15 days ago,ec8d5efe-87be-40e4-b7f2-b55772271815,A? B? C? D?,1504521922.6839924
Sarah,"Hello.  There is nothing I can do as a skill developer to account for different accents.  I would suggest training your Alexa device for your voice, which you can do through the app under settings->voice training.",5 months ago,dbe1684f-d887-41cf-9f1c-487fe25a01c1,Accents,1504521954.5644379
Sarah,Hi Nicole.  Thanks for the review.  I am one of the developers working on the Question of the Day skill.  If you have any suggestions on how we could have earned 5 stars it would be greatly appreciated.,7 months ago,e0fabe56-b889-4c93-af62-f4b0790ac1ff,Question of the day,1504521954.6592262
Sarah,Hello.  I am one of the developers working on this app.  We are actually working on including questions that are not multiple choice.  The challenge is getting Alexa to understand different free-form answers correctly (understanding a correct answer vs a wrong answer).  We hope to have those questions included soon.  Thanks for the feedback!,7 months ago,087470a8-c87c-4a6b-91cc-1d0bcf2dfe84,Two Stars,1504521961.5800643
Sarah,Hello - we think we have identified the bug you were experiencing and corrected it.  Sorry for the inconvenience.,1 month ago,e32a4bad-d0b2-4f5b-93f2-f1b6985de00e,Stopped working,1504521964.9984071
Playerofgames,"In fairness to the developer, speech recognition is handled by Amazon and not the skill.",1 month ago,98d6f1dd-dd8c-4540-97e0-e2ce9f2e2572,Doesn't recognize commands.,1504521995.8201365
Sarah Smith,Exactly how I felt.,7 months ago,4c113c69-434a-413f-a489-6a2451a80a44,You get to direct the story?,1504522131.460976
A. Stapleton,Thanks so much for using our Tricky Genie skill and for leaving us a review. We've recently updated the skill with tons of new content. I hope you'll enjoy it! Thanks again.,1 month ago,11cef9ec-661b-4584-8e18-4f489832262b,Like it,1504522156.390086
A. Stapleton,"Thanks for using and reviewing our Tricky Genie skill. We just launched a new skill that follows the same model, but that's more challenging. It's called ""Fake History."" If you get a chance to try it out, please let us know what you think. Thanks again!",1 month ago,34e62c91-0054-4509-9719-394dc1d88e9c,"Good game, but.....",1504522156.4532773
A. Stapleton,"Thank you very much for using our Tricky Genie skill and for writing a review. I wanted to let you know that we've recently added a bunch of new content. Hopefully the new scenarios will give you something fun to do in the morning and will last you for awhile. We'll continue to make updates. Also, we just launched a new skill called ""Fake History."" If you get a chance to try that one out, please let us know what you think. Thanks again!",1 month ago,a75b28c0-03f9-4aa0-ba6f-594b06e083f5,Great...please add more!,1504522156.4893787
A. Stapleton,"Thanks for using our Tricky Genie skill and for leaving us a review. I wanted to let you know that we've recently added a bunch of new content, so check it out if you get an opportunity. I hope your granddaughter enjoys the new scenarios. Thanks again!",1 month ago,05413a56-7404-4bd3-ad4a-2785543169f6,Great Educational Tool for Kids,1504522156.5104363
A. Stapleton,Thanks for reviewing our Tricky Genie skill. We recently added much more new content and we'll continue to add new stories going forward. I hope your daughter enjoys the new games. Thanks again!,1 month ago,d1840147-0029-401b-bb1a-256a134b1767,Really cool!,1504522169.1855514
Kimberly Bell,"You can now rest in the dungeon for a chance to heal and you can also choose to rest in town.  There is now an option to ""turn verbose off"" which gets rid of most of the wordiness for casting spells and getting rid of the defend low/middle/high instructions each time.  We have made a lot of changes and additions and released it mid July.  Please visit the Alexa Dungeon Adventure on facebook for a list of changes and commands.",16 days ago,e2ce2b0b-d676-4545-94ee-cdc203fce739,"Such a great idea, but the execution kills it (cue groans)",1504522313.473181
Omidar,"As always, Alexa is fundamentally limited by Amazon's choice of Bing over Google. From understanding/interpreting voice commands to what she 'thinks' you want. Sort of like a manufacturer using inferior materials.",5 months ago,e9cf09ff-938b-4cd4-ba16-e1ab19192f02,"Such a great idea, but the execution kills it (cue groans)",1504522313.474189
Kimberly Bell,"Thank you for your comments. There is now an option to ""turn verbose off"" which gets rid of most of the wordiness for casting spells and getting rid of the defend low/middle/high instructions each time.  You can also now sell weapons, armor, and items in town to gain more gold.  You also have the option for side quests now to gain more gold and you can also gamble in town!  You can now rest in the dungeon for a chance to heal and also rest back in town .",16 days ago,f04908b1-9282-446e-b764-f13c15997832,"Nice effort, fun but tedious",1504522313.5032682
