author,commentNum,content,date,id,rating,skill_title,timestamp,title,vote
ajhaz,0,"I've only been using this a couple of weeks and this app is already one of my favorite, most used alexa apps (along with home automation, timers and lists).  Sounds are excellent quality,  the variety is more than sufficient to find a few sounds that work for you,  the app works perfect and most importantly,  helps you relax and sleep.  If you are thinking about getting a dedicated sleep sound machine,  don't bother.  This is better.","on July 16, 2017",2bdd6c06-43ac-4643-8392-3540b67a48c7,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381097.43847,One of my favorite alexa apps!,3 people found this helpful.
Andrew,0,I have tinitus so I use a noise machine but I got echo and a dot for the bed room the sleep sounds even from the dot are terrific.  I have fallen asleep to rain and oceans and thunderstorms.  I forget about the ringing in my ears.  Where has this been the last 25 years?,"on July 19, 2017",63f50eca-cf93-45a9-b868-b5c4938efc64,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381097.4581828,Great skill,4 people found this helpful.
Denver in Divide,0,"I really enjoy this app.  It is the best ambient noise app I've ever had. I've had other apps before on phones or computers, even CDs.  This one has an excellent selection of sounds.  The sound quality is high quality.  The individual recordings are several minutes long.  It doesn't sound like 30 loop of recording.I use this mainly at night and some times during the day when reading.  At my last count there were 44 different sounds.  My favorite is Swiss massage: light piano, gentle chimes, mixed soft electronic sounds.  The individual sounds are mixed with some gently repeating and fading while others stay more prominent.  Sounds better than my discriptiin","on July 19, 2017",e7d64bce-8c17-4a95-b840-7f4d2b28df75,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381097.4774468,Best ambient noise app,2 people found this helpful.
PamelaF,0,"Just added this skill 3 days ago.  Love it. Think 29 sounds to date.. Newly added sounds, Train ride, Box fan, airplane, rain on tin roof 😊.  Keep up the great work.","on March 20, 2017",1e2c2b4e-eea6-4305-9916-8e103b0e1b9e,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381097.4956338,Love app so far.. just added new sounds! 👍,5 people found this helpful.
Jeri Cash,0,"I use this primarily for my dogs. While I'm at work, my schnauzers jump & stress at neighborhood noises. My security cam showed me how rowdy they were. And, if foul weather comes in, they downright panic!Now, I ask Alexa to play the Forest Night or the Bird sounds while I'm away & they don't seem to notice outside noises as much. Sometimes, after I get home, I just leave it on for a while, it can be rather soothing.Looking forward to some new options. How about something like, ""A walk in the country""? Or some soft Native American music?","on May 2, 2017",2ee62911-1768-4591-b018-d2ae3d59ce2f,4.0 out of 5 stars,Sleep and Relaxation Sounds,1504381103.332296,Ambie,6 people found this helpful.
Lynda Wacht,0,The ads are the most annoying part. Not ideal for relaxation.  Love the variety of sounds but several have either too much volume variability or sound types. I have my three favorites that I cycle through. Love that the sounds go on forever.,"on March 29, 2017",ebe8ac37-0605-4d35-a03d-e065d3a81e0f,4.0 out of 5 stars,Sleep and Relaxation Sounds,1504381103.35409,Mostly great,5 people found this helpful.
Cynthia Perkins,1,We have been using sleep sounds since we got our Echo on Prime day. I fell asleep to my favorite sound last night only to find out tonight it's now a premium sound and I have to pay for it. I understand the premium feature of combing sounds or providing premium members with NEW sounds. I don't agree with taking away those that were free. Disabling skill.,"on August 5, 2017",546e832d-df74-4e19-9b6d-8a8542824702,1.0 out of 5 stars,Sleep and Relaxation Sounds,1504381103.3908029,"Well, that just sucks!",4 people found this helpful.
Chris,0,"Great variation. I wish some of the rain sounds were a little less muddled but most sounds are indeed high quality. This has made my boyfriend and me very happy. He likes heavy rain and thunderstorm; I like city rain and relax. Just remember to always tell Alexa to ""tell Sleep Sounds"" as even with the program running, changing to a specific sound often results in an Amazon Music search.","on June 5, 2017",ee87b0fe-c514-43cf-93ef-b7b2c4b93da1,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381103.410986,Awesome,3 people found this helpful.
Ngoc Do,0,"Sleep sounds is the most amazing app. It's the only skill I really use (other than light bulbs, alarms and timers). I listen to Forest Night every night - reminds me of being in Costa Rica with a mix of cicadas, birds, water, frogs. I've used it every night since I got Alexa (like a month now)! (And unlike some of the other reviews, it has never asked me to rate the app - like the subject says, I don't normally write reviews and decided to do one because I love love love this skill)","on June 1, 2017",7c4f0ab7-78c6-4b29-ad0b-f17622741952,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381103.432853,I don't normally write reviews...,4 people found this helpful.
MichaelSr,0,There are so many choices. I need to print myself a list. Most are quite realistic. Car ride takes me back to childhood trip with my family. Give this skill a try and you are bound to find a sound to help you relax.,"on May 21, 2017",a1250f79-f174-455e-a2fd-34147d9c63ad,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381103.454067,My favorite is Waterfall,4 people found this helpful.
A. Marie,0,My sleep machine broke & youtube sleep videos were a little obnoxious & annoying.  Alexa echo is worth having for this app alone.  It is PERFECT!!!  Very relaxing & calming.,"on August 24, 2017",16bc093e-6a71-45e5-8e19-ce791775d5c8,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381103.4730968,Perfect App,5 people found this helpful.
ElizabethSheryl,1,Wish it were easier to switch sounds.,"on March 17, 2017",5de325f1-3b44-42a0-bd1d-f9ad7bbe6c60,4.0 out of 5 stars,Sleep and Relaxation Sounds,1504381103.507781,Love the sounds,10 people found this helpful.
Carolyn Sturgill,0,"Love it, still needing to test out all the sounds, but this is a great skill","on May 2, 2017",9a8c7ae5-7824-4eec-8668-9dce17c27b84,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381103.525718,Zzzzzzzzz,5 people found this helpful.
Hairless Cat,0,"Thanks for having your sounds play on a continuous loop! Also the variety of sounds! Please add More. All the other sound skills pale in comparison to this skill. Thank you,  thank you,  thank you for doing this right!!","on March 4, 2017",57980108-7323-468d-9879-9f2a3f51febe,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381103.544729,Finally a developer gets it!,8 people found this helpful.
StudioPeg,0,"I have been going to sleep to nature sounds for 30 years, from casettes to CDs to MP3s to iPads and now to Echo Sleep Sounds, the best of the bunch. Realistic sounds, soothing and calming.I recommend says ""Alexa ask sleep sounds to play xyz"" instead of saying ""Alexa, open sleep sounds.""  Otherwise its likely Alexa will try to play you sonething else with the same name, like a sample of an album.I am hoping for more sounds.  Two that are sorely missing are Spring Peepers, and Summer Night with tree frogs. My two favorites. Hopefully this skill won't stop with the current sounds but will expand with more.","on June 6, 2017",427028a6-970a-4b3f-a1e6-d87e32ef8ac8,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381109.3539991,"Great to go to sleep to, please add more sounds",5 people found this helpful.
Amazon Customer,1,"Then Alexa continued to talk for the next 2 minutes about how I should leave a 5 star rating. It's also happened another time, I asked for more options, and it talked for the next 5 minutes about some other stuff, and still didn't bring me to more options.","on August 16, 2017",f92cefb2-42ce-4c49-92b1-36d19d3d460d,1.0 out of 5 stars,Sleep and Relaxation Sounds,1504381109.387944,All I asked was to open sleep sounds,5 people found this helpful.
TerryDoa,0,"I had another sleep app that only had rain! This is a hundred times better. I have a lot of trouble going and staying asleep and sometimes I need something different to hear. It's all in this skill. Thanks, developers.","on March 23, 2017",46b1ea94-2291-455b-86cd-8a09175e40ae,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381109.415452,Great skill,5 people found this helpful.
Allan R. Bayaua,0,"If you need to sleep to some sort of sound, whether it be rain, trains, ocean waves, frogs, white noise and even underwater this is perfect. Plays until you tell it to stop. You can even set a timer to it. Use it with amazon echo or Bluetooth speaker for best sounding effects. Also great for setting the sound of an environment or a theatre. Only issue is Alexa will sometimes find the media on amazon music or some other market and doesn't play it from this app.  4 stars","on June 7, 2017",e69a3192-fd8c-42d4-a0c3-9988aed9440f,4.0 out of 5 stars,Sleep and Relaxation Sounds,1504381109.447119,Download it already,2 people found this helpful.
Diana MacFarlane,0,"I xan't live without this skill! City Rain is my favorite. Only one improvement could make it perfect...Alexa will list all sound options but you can't sample them while staying on the list in case you didnt care for it and want to move straight to the next option. You have to redo the command and start the list over or listen to the whole list, write down the names of those you want to sample, then give the command for each one at a time.","on June 2, 2017",d38ce98a-9bd8-444d-8901-dbda0c11a8bc,4.0 out of 5 stars,Sleep and Relaxation Sounds,1504381109.47381,Great App...could use one minor improvement,4 people found this helpful.
K. Miller,0,"I love this skill.  I'm not big on posting reviews and I almost never give anything the highest rating, but this app is easy to use and the sounds have definitely helped my sleep and leave me relaxed upon waking.  Couldn't ask for more.","on March 22, 2017",bc63d875-46c0-4888-b87c-bc91351b92ce,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381109.498158,Improved My Life,4 people found this helpful.
Amazon Customer,0,Love all the sounds and they update often to keep the sounds fresh and new,"on May 24, 2017",54ba2eec-c54f-4850-a933-4e59201b9f1b,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381109.519936,Awesome app,6 people found this helpful.
Shawn Schafer,1,"Great skill, but please, lose the terrifying whisper ads for the premium service.","on July 23, 2017",f2cb3a7c-1329-4cd0-b63c-bacad6c4e8b9,1.0 out of 5 stars,Sleep and Relaxation Sounds,1504381109.55383,Super creepy whisper ads!,4 people found this helpful.
Amazon Customer,0,"A good app, we listen to it every night and choose different sounds.  Every once in awhile they add new sounds, and most sound really good.  I find it easiest to say alexa, ask sleep sounds to play... Instead of opening the app and then saying play...","on June 12, 2017",79acf049-351c-4b4f-aa47-f18b3ed0aedd,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381109.578202,"A good app, we listen to it every night and ...",4 people found this helpful.
Amazon Customer,1,"Not only is it very glitchy -- with some noises, Alexa won't even respond -- it's also very greedy!  It has the gall to ADVERTISE to me when I'm in bed and trying to sleep!  These people have no respect for the sanctity of bedtime.  Nothing is more jarring when you set your head down in the dark than to hear an ad on full volume screaming at you for a good sixty seconds.  And, now, with the new premium membership, my favorite sound is cut off from me.  Of course I'm not going to give the app makers a cent of my money.  I might have, had they made a better and fairer app.Tl;dr they're greedy and glitchy and just disrespectful.","on August 3, 2017",fbe659b9-9abb-46bb-8737-5a85f89af035,1.0 out of 5 stars,Sleep and Relaxation Sounds,1504381109.601077,Disgusting.,6 people found this helpful.
H.J.,0,"This is a great skill with plenty sounds to choose from. I can't detect the loops. But the recent addition of ads is annoying.  If you want me to upgrade, give me a reason why the paid service is better. Spamming me with ads is the one way to make me quit using all your services.","on August 2, 2017",aa558876-4a67-473c-ba2e-e86f25a973dd,4.0 out of 5 stars,Sleep and Relaxation Sounds,1504381115.540182,Perfect except for the ad spam,4 people found this helpful.
Amazon Customer,0,"The compression artifacts on all of the sounds is so horrible. Next to that the list of free sounds becomes less every day, okay not all things can be free, but this is definitely not worth paying for.","on August 14, 2017",8a7f9644-2c32-48a6-8dc5-cf4d73406e57,1.0 out of 5 stars,Sleep and Relaxation Sounds,1504381115.5667148,Poor audio quality,5 people found this helpful.
sarahg,0,And consistent. It always works and the invocation is so easy to remember. Large library of sounds. I fall asleep to these every night.,"on March 25, 2017",e9378b59-dca9-4607-846f-074008776275,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381115.5901928,So nice,4 people found this helpful.
Katrina1949,0,I use the box fan and it quits halfway through the night.  Then my husband wakes up when I have to tell Alexa to open sleep sounds and ask for box fan.  How do I remedy this?  Others out there have this problem?,"on June 21, 2017",ab560d19-83e5-4e8e-8752-17e65e8cba88,3.0 out of 5 stars,Sleep and Relaxation Sounds,1504381115.613201,Stops working,3 people found this helpful.
cinfan,0,I would really like Alexa to play crickets,"on April 9, 2017",a1a06889-a126-4c5e-b680-a06d365e7e22,3.0 out of 5 stars,Sleep and Relaxation Sounds,1504381115.6340191,New sound,5 people found this helpful.
Andi,1,Update:  We were contacted by the company and informed previous users were able to continue using as was with instructions on how to fix the interuptions in sounds telling us the sound was now under premium membership.  All is back to normal and we are very happy!Old:We have been using the skill since we bought our Alexa. We have been using the pink noise sleep sound ever since. Suddenly last night we are informed that that pink noise that has been free up until now will no be part of a premium service that we have to pay for. Very disappointing. Will have to try to find another sound to be able to sleep too.,"on August 4, 2017",7f6230b1-38c5-47d0-8361-1f4e23ebd076,5.0 out of 5 stars,Sleep and Relaxation Sounds,1504381115.670308,Update:  Issue fixed - back to having our sound to sleep to.,4 people found this helpful.
