author,content,date,id,review_title,timestamp
Jeff Bolton,"Hi Cynthia!  The Premium Membership only applies to the 50+ new sounds and new features that we added this week.  To thank you for being a ""Founding Member"", everyone who enables the skill before 8/8/2017 gets FREE access to all 44 of the sounds you've been enjoying for FREE for LIFE!  If your skill is not giving you these sounds for free, please e-mail us at support@sleepsounds.io and we'll get it corrected for you!",27 days ago,524f808f-757d-4da6-b7b8-43320f53f288,"Well, that just sucks!",1504381103.3850749
Jeff Bolton,"Thanks for the feedback!  Unfortunately, we are limited by the capabilities of the Alexa system and she doesn't let us maintain control while playing a sound.  That means you have to say ""Alexa, tell Sleep Sounds to play Rain"" to switch sounds which is a little cumbersome, but you get used to it quickly.   Hopefully, Amazon will improve this over time and we can make it easier to switch sounds.",5 months ago,21b822b9-d56e-475e-8c59-780f460b55fc,Love the sounds,1504381103.503575
Jeff Bolton,"Hi!  I'm sorry you are having trouble using our skill.  What ""options"" were you trying to find?  If you want to get a list of the sounds we can play, you can just say ""List Sounds"".  If you want to play a sounds, you can say ""Play"" and then the name of the sound.  If you want Sleep Sounds to play a random sound, you can just say ""Play Random"".  If there's something else you are trying to find, please e-mail us at support@sleepsounds.io and we'll be happy to give you a walkthrough.",15 days ago,0f783290-6f62-48d3-ada3-369953540d4a,All I asked was to open sleep sounds,1504381109.383256
Jeff Bolton,"Hi Shawn!  We're very for the creepy announcement!  It only played once, so you wouldn't have heard it again, but we've removed it altogether.  We've always tried to keep any advertising to a minimum and the whispering was a bad experience for all. Thanks so much for your feedback and for using Sleep Sounds!",1 month ago,973bbdfb-49be-42c0-a622-8fc4b0d6b077,Super creepy whisper ads!,1504381109.5491772
Jeff Bolton,"Hi Andi!  Pink Noise and 43 other sounds is completely FREE for you.  Everyone who has enabled Sleep Sounds through August 8th will get these sounds Free.  The Premium Membership only applies to the 50+ new sounds and new features we added this week.  If your device is not allowing you to play Pink Noise, please e-mail us at support@sleepsounds.io and we'll be happy to help!",28 days ago,1d374caf-0063-49c1-ad61-a654eb88e1fd,Update:  Issue fixed - back to having our sound to sleep to.,1504381115.6660428
Jeff Bolton,Hi Michelle!  Please e-mail us at support@sleepsounds.io and we'll fix that for you!   Some people had their enable date overwritten and we just need to reset it for you!,18 days ago,148d6d8f-489c-47dd-9979-1851c52eb140,"I enabled before Aug 7, but it still won't let me listen to most sounds.",1504381115.715647
Jeff Bolton,"Hi Abella!  All of the sounds (44 of them) that you've been using for months are FREE for you for life!  The Premium Membership only applies to our over 50 new sounds and new features that we've added this week.  You only have to become a premium member if you want to access these new sounds.  If you are having a problem playing a sound that you've played in the past, please e-mail us at support@sleepsounds.io and we'll be happy to help!",28 days ago,f94d4284-6f80-4306-a01c-829227ac8f08,Now you're charging?!!!,1504381115.742809
Jeff Bolton,"Hi S. Tucker!  We're sorry you didn't like our messaging.  We only give our new customers a few short messages to help them get started with all of our features.  Once you use the skill a few times, there will be no messaging at all!  If there was something specific that bothered you, please e-mail us at support@sleepsounds.io and let us know about it!  We're always trying to make Sleep Sounds better!",11 days ago,57b16401-c9c1-42f3-ac12-fb28cf187f5d,"Shouts advertisements, sales pitches",1504381121.513107
Jeff Bolton,"Hi!  The Premium Membership only applies to the 50+ new sounds and new features that we added this week.  To thank you for being a ""Founding Member"", everyone who enables the skill before 8/8/2017 gets FREE access to all 44 of the sounds you've been enjoying for FREE for LIFE!  We would never take something away from you that we had given for free!!  If your skill is not giving you these sounds for free, please e-mail us at support@sleepsounds.io and we'll get it corrected for you!",27 days ago,29abdede-4c7a-46a9-98b3-46305ba620bb,Now you have to pay,1504381121.5516648
Jeff Bolton,"I've added the list of sounds above in the description.  I will be adding more every week, so check back often!",5 months ago,90187957-1a97-46fe-b9c4-a8d3579afa04,Great,1504381121.630202
Jeff Bolton,"Hi Deanna!  If you were a user of Sleep Sounds before 8/8/2017, then you get lifetime access to all of the 44 original sounds and features for Free.  If you don't have access to all of those sounds, please let us know at support@sleepsounds.io and we'll get it straightened out for you!",5 days ago,c1a64ca2-f6f9-4b2b-af27-fdcbb904f7d5,Love it but...,1504381121.681418
Jeff Bolton,"Hi Laethyl!  Thanks for the feedback!  Alexa can only play these few basic sounds if you enable several skills first.  Are you affiliated with the developer of these skills, perhaps?  Also, Sleep Sounds has almost 30 different sounds to choose from and more are added each week.  Alexa can't play these sounds on her own.  Try asking Alexa to play ""Train Ride"" and see how relaxing it is.  You'll also find that we carefully create our sounds to induce deep relaxation and sleep and the sounds automatically loop without abruptly stopping and restarting as your suggested method does.  Also, there are no long, annoying ads in Sleep Sounds.",5 months ago,4ade5e26-6172-46b1-ad0e-a275fcd71653,There's an easier way,1504381121.713373
Jeff Bolton,"Hi Stephanie!  Whale sounds and 43 other sounds is completely FREE for you. Everyone who has enabled Sleep Sounds through August 8th will get these sounds Free. The Premium Membership only applies to the 50+ new sounds and new features we added this week. If your device is not allowing you to play Pink Noise, please e-mail us at support@sleepsounds.io and we'll be happy to help!",28 days ago,049eea1f-6cd2-4439-957d-0ae69af94c1c,Now I have to pay??,1504381127.576931
Jeff Bolton,"Just wanted to follow up with you.  We had a problem on our end that was causing the sounds to stop.  We've resolved the issue and you should experience a wonderful, full night's sleep tonight with Sleep Sounds!  Let us know if you have any further problems!",5 months ago,2f8c8217-98d1-44bf-a153-a9800101b289,The sound selection is great but it's buggy.,1504381139.354709
Jeff Bolton,"Hi Lindsay!  We apologize that the sounds are stopping on you!  You are right that the sounds should loop until you tell them to stop or until your sleep timer times out.  The most common reason for the sounds to stop is a poor or intermittent internet connection.  If your Alexa device loses its connection during the night, then we are unable to restart Sleep Sounds automatically.  Since that may or not be your specific issue, we are looking into it from our end as well.  Please e-mail us at sleepsoundskill@gmail.com so we can make sure you are taken care of!",5 months ago,65e6cc14-1519-4472-ba44-9eca3b816e50,The sound selection is great but it's buggy.,1504381139.355294
Jeff Bolton,"Hi SAm!  We really appreciate the feedback!  You're right, the description doesn't make it clear that the combine sounds feature is part of the Premium Membership.  We'll get that corrected.  If you have any other suggestions, please e-mail us at support@sleepsounds.io and we'll be happy to help you!",26 days ago,0228b42c-d0af-4cba-b5ad-3b4fee2f6529,Upfront cost for premium service not as advertised,1504381145.351347
R. Earl,Neither of my two Echos do that.,1 month ago,54daae98-3c71-4b1f-9563-0f88760e3041,Great Sounds,1504381157.156785
artteacher,how is that not a commercial?  especially when i turn it on to get to sleep!  no thanks.,5 months ago,17131d04-7579-4b1a-92a1-d94a9f0312e4,commercials kill it!,1504381157.2175941
Jeff Bolton,"We're very sorry you feel that way!  We don't have commercials, but we launched a new app, My Workouts, and we are very excited to tell people about it.  We only mention it after you've had a chance to use our free Sleep Sounds a few times.  Many people feel there's no better way to get sleep than with Sleep Sounds, so we hope you'll still give it a try!",5 months ago,ce69dbc4-80f7-4f6d-8417-172d934a8394,commercials kill it!,1504381157.218003
Jeff Bolton,"Thanks for the feedback, Thomas!  The small pauses are when the sound loops.  Alexa doesn't handle the start and stop very well, so there is a small gap when one track stops and another starts.  If we were to keep the volume up high when this happens, it would be much more noticeable and abrupt.  For that reason, we've chosen to fade the volume to zero and then fade it back in so that it doesn't wake you up in the middle of the night.  The hope is that you'd be asleep by that time, so you wouldn't notice it!The most common reason for the sound to stop completely is a poor or intermittent internet connection.  If your Alexa device loses its internet connection in the middle of the night, it will stop playing and we can't automatically restart it.  That may or not be the case for you and we'll definitely look into it and see if we can see some other problem.Thanks again for the feedback!  It's very important to us!Jeff",5 months ago,34a56cf0-f535-4cf5-ae52-cf0e76461025,Little Buggy,1504381157.2498848
Jeff Bolton,Hi Hoosier!  Which sounds are you having trouble playing?  We've been working really hard recently making it so you don't have to say the exact title.  Please e-mail us at sleepsoundskill@gmail.com and let us know which ones are still giving you difficulty!  We really want to earn that 5th star!! :),3 months ago,ee32fe8e-0dad-4ded-9ba8-1bc3860d9832,Go to app for relaxing,1504381163.130749
Jeff Bolton,Thanks for the feedback!  It's interesting how people can have totally different opinions about something.  There are many people who love the thunderstorm sound exactly because of it's rain and white noise qualities with a hint of thunder.  Others would prefer to have thunder only.  I think I'll add a thunder only sound for those who would prefer the latter.,5 months ago,8f0fd6fc-b1df-45b0-b730-c6a67512161b,Lots of choices,1504381163.166995
Jeff Bolton,"Hi Andrew!  The Premium Membership only applies to the 50+ new sounds and new features we added this week.  Everyone who enables the skill before August 8th will get full access to the 44 sounds and basic features you've come to enjoy...for LIFE...for FREE!  If you have questions, please e-mail us at support@sleepsounds.io and we'll be happy to help!",28 days ago,5c6b8f35-a787-4850-8238-464369a4f81d,Really? Charging money now?,1504381163.199191
Jeff Bolton,"Thanks for the feedback, Trey!  Unfortunately, Amazon doesn't give us the ability to control the volume of the sounds independently, so we are a little limited here.  That being said, we've spent a tremendous amount of time trying to get the sound balance right across all the different Alexa devices which, of course, all have different speakers and sound characteristics.  We'll re-visit the brown noise sound and see if we can make it louder for you.   Hopefully, Amazon will give us better control over the sounds in the future!",5 months ago,893edc5e-e1d7-409c-bb14-58fec6936585,Great but need to be able to adjust the volume for this app only or for certain sounds.,1504381180.814894
Doug Barnhart,"I have run into the same problem and just today I found the solution.  The instructions say, ""Alexa open sleep sounds.""  Which also must apply to a group of individualized single skills.  I have switched to saying, ""Alexa open sleep and relaxation sounds."", and it works great for me.  The two I used that went missing all the time were cicadas and native American flute.",1 month ago,15a05614-49d6-414d-bdd5-08cba9ccc67e,Find a good one and it disappears!,1504381180.852195
Jeff Bolton,"Hi Taina!  We're so glad you are enjoying Sleep Sounds!  We just launched our new Sleep Stories and you can try it out as part of the Free membership.  Just say ""Alexa, ask Sleep Sounds to play The Ocean Villa"". To enable ""Auto Shutoff"", first play a sound and then say ""Alexa, set a Sleep Timer for 2 hours"" or however long you'd like the sound to play.  The sound will stop playing after that amount of time!If you have any other questions or need anything else, please e-mail us at support@sleepsounds.io.  We're here to help!",10 days ago,a0b5c0c4-1ddb-47ce-9d04-2098a5476b6c,Great,1504381186.6842282
Jeff Bolton,A quick follow up:  We found an issue on our end that was causing the sounds to stop and then restart.  We've resolved it now and you should enjoy white noise all night long now!,5 months ago,6ab926ab-912f-46e4-aab1-af2346f8cf44,It will randomly turn off... and then randomly back on...,1504381198.390789
Jeff Bolton,"I'm so sorry you are having problems with Sleep Sounds!  When Alexa loops the sound (this can happen after 1 or 2 hours of play), there is a small gap between the end of the current track and the beginning of the next track.  We've chosen to fade out the sound and then fade it back in again so the sound doesn't just stop abruptly and then restart, which would be VERY noticeable.  Hopefully, Amazon will improve this in the future!I'm glad the White Noise sound is working for you.  You'll be happy to know that we have a couple of fan sounds coming in the next update.  Look for it in the next few days!",5 months ago,139e1480-afef-4418-b794-079cd6856ad6,It will randomly turn off... and then randomly back on...,1504381198.391187
Jeff Bolton,"Hi Pamela!  The Premium Membership only applies to the 50+ new sounds and new features that we added this week. To thank you for being a ""Founding Member"", everyone who enables the skill before 8/8/2017 gets FREE access to all 44 of the sounds you've been enjoying for FREE for LIFE! We would never take something away from you that we had given for free!! If your skill is not giving you these sounds for free, please e-mail us at support@sleepsounds.io and we'll get it corrected for you!",27 days ago,567ee03b-6206-42ce-94b3-38fdee719a90,What happened?,1504381204.341248
Jeff Bolton,"Hi Guy!  If you have used Sleep Sounds in the past, you should have access to all of those sounds and features you have grown to love!  We would never give you something and then take it away!  If you don't have access to those sounds, please e-mail us at support@sleepsounds.io and we'll be happy to make it right for you!",23 days ago,e26c820a-dbbc-4c57-8308-430b761a54ba,"It was good, now it advertises at you when you want ...",1504381210.189177
Jeff Bolton,Hi C2!  We're so glad you are enjoying Sleep Sounds!  You can sample all of our sounds by visiting https://sleepsounds.io/sounds.  You can even combine them and see what new sounds you can make!  Try it and let us know what you think!,10 days ago,6cec9066-dfff-446e-a03c-16666160c900,A restful alternative,1504381215.82437
Jeff Bolton,Hi Cyrja!  It sounds like the creepy announcement came at a very bad time!  We're very for that and you won't hear her again. It was an experiment that went all wrong!  We've always tried to keep any advertising to a minimum and the whispering was a bad experience for all. Thanks so much for your feedback and for using Sleep Sounds!,1 month ago,e7810240-68d7-4106-9809-bc5187c507bc,Terrifying,1504381216.030603
Jeff Bolton,"Hi Lexie!  I wish we could offer all of the sounds for free!  Unfortunately,  it's very expensive to create and/or license the sounds...not to mention the high cost to stream them all day long!  We have over 20 sounds you can enjoy for FREE including some of our most popular ones like Thunderstorm or Ocean.   That's more than any other skill currently offers!  We plan to add even more free stuff in the future.  If you have questions, comments, or suggestions, please let us know at support@sleepsounds.io!  We're always here to help!",10 days ago,e8f2f45b-93cd-4f92-bf6c-8198e55bd4ef,"Great sounds, premium sucks!!",1504381227.622032
Jeff Bolton,"Hi Allen. I appreciate your feedback!  It's only after you've used Sleep Sounds several times that the app might mention my other skill, My Workouts.  For those who are having trouble sleeping or relaxing, exercise can help tremendously so I thought it would be appropriate!  It mentions it quickly and then moves on.  I'm sorry that it has ruined your experience with Sleep Sounds and hope you will continue to use it if you find it useful!",4 months ago,99edf9af-0552-4a94-8734-81821cdabff1,Reads ads to you,1504381227.6566122
Jeff Bolton,We're so glad you are getting a fantastic nights sleep using Sleep Sounds!  Thanks for the feedback!  We've slowed down the list of sounds for you... they were definitely on the fast side.  Let us know if there's anything else we can do for you!,5 months ago,01029c94-4f42-46d0-9ce0-c4ad639c678e,Better than white noise and perfect for ambiance in massage,1504381268.485167
Jeff Bolton,Hi DaftDogLady!  I'm sorry you are having trouble with Sleep Sounds!  Please e-mail us at support@sleepsounds.io so we can assist you.  We're here to help!,1 month ago,4b749810-a893-440a-90bb-677ba9426b3e,Was fabulous until it wasn't,1504381274.311042
Jeff Bolton,"Hi Kyland!  We're so glad Sleep Sounds helps you to sleep!   We're very sorry, however, for the creepy announcement!  It only plays once, so you wouldn't have heard it again, but we've removed it altogether.  Thanks for your feedback!",1 month ago,8b191869-c7ae-46e0-ae38-ff421c309738,Creepy whisper lady,1504381286.166373
Jeff Bolton,"Hi Josh!  Did you know you can just say ""Alexa, tell Sleep Sounds to play Random"" and it will play a random sound for you?  When a sound is already playing, you can also say ""Alexa, Next"" or ""Alexa, Previous""  to quickly navigate through the sounds.  It's a great way to sample all of the wonderful sounds!",3 months ago,eb43557b-bb9b-444b-ac60-fbd7d80a5f8c,Would Be better if...,1504381291.9876559
Jeff Bolton,"Hi!  I'm sorry you are having trouble using Sleep Sounds.  When a sound is playing, you can just say ""Alexa, Next"" to play the next sound.  You can sample all of the sounds this way, just by listening for a moment and then saying ""Alexa, Next"" again.  Also, when a sound is already playing and you want Sleep Sounds to play a different one by name, you have to say ""Alexa, tell Sleep Sounds to play xxx"".  This is a current limitation of the Alexa device and not something we developers can fix. We hope it will get resolved in the future!",4 months ago,61cb3719-393a-4754-934e-91e0679b4fc6,Needs way to hear samples.,1504381292.0427039
Jeff Bolton,"Hi Shelly!  If you enabled the skill prior to 8/8/2017, then you get all 44 of our original sounds and feature for Free...for Life!  We would never give you something and then take it away!  Please e-mail us at support@sleepsounds.io and we'll get it straightened out for you!",1 day ago,9bd40fc8-55d0-473f-b0d8-ebe707e0e45f,Not paying for the  premium version,1504381315.2991989
Jeff Bolton,"Hi John!  Thank you for the feedback!  You only have to say the ""play sound1 and sound2 and sound3"" the first time.  Once you do, it will put the sound in a custom slot for you ""Custom 1"" or ""Custom 2"".  From then on, you can just say ""Play Custom 1"" and it will play your new creation.  We will be adding the ability to choose your own name for these slots in the future as well as adjust the volume of each component individually.  If you have more specific suggestions, please e-mail us at support@sleepsounds.io.  We'd love to hear from you!",27 days ago,31723a90-97c2-417d-8c06-a826382dd3f5,With new features we need better control,1504381326.805974
Jeff Bolton,Hi Micha.  We've had a problem with one of our hosting providers the last couple of days that was likely the cause of your sounds stopping.  We've resolved the issue today (by changing providers) and you should experience great sounds all night long going forward.  Try it tonight and let us know if you have any further issues!,5 months ago,d355c356-7efd-4abd-b6e5-5c6d4f80d65a,Sounds are ok if you capn get them to work,1504381326.9203641
Jeff Bolton,"Hi Penguin!  If you enabled the app prior to Aug 8th, you should have access to our Founding Member sounds.  That's 44 of our sounds for free....for life!  There are an additional 50+ sounds and Premium features that still require a paid membership to access.  If you don't have access to the Founding Member sounds, please e-mail us at support@sleepsounds.io and we'll get it corrected for you.",12 days ago,027c6534-437a-4c81-be11-a7ec0bdd3a1c,Curious about why I don't have premium songs?,1504381332.783885
Jeff Bolton,"Hi Obi Rob!  I'm so sorry you feel that way!  If you've been using Sleep Sounds prior to 8/8/17 then you should have access to 44 of our sounds completely FREE,  for LIFE!  No ads, no strings!  New members get FREE access to 20 sounds including some of our most popular!  The Premium Membership is only for those who want to get even more out of Sleep Sounds and get 50+ additional sounds and unique features like the ability to combine sounds!  If you are unable to access your 44 FREE sounds, please e-mail us at support@sleepsounds.io and we'll take care of it for you!",23 days ago,e8a0a3ea-4ff9-4c41-9fe8-fffe1fd4935b,Was good...,1504381332.908167
Jeff Bolton,"Hi Kristen! Thank you for the valuable feedback!  Often, the reason for the sound to stop completely is when your Alexa device loses its internet connection.  In this case, we are unable to automatically restart the sound.  That being said, we'll monitor things from this end to see if there is some other problem with the service.Thanks for using Sleep Sounds!Jeff",5 months ago,512fa3d1-9beb-4e49-b1fc-fc48d740faa6,This is great,1504381338.626454
Jeff Bolton,"Hi Kirsten!  If you enabled the skill prior to 8/8/2017 then you should get Lifetime access to 45 sounds, stories, and features....for FREE!  We've also added over 50 new sounds and new features that are available through our optional premium membership.  If you are no longer able to access your ""Founding Member"" sounds, please e-mail us at support@sleepsounds.io and we'll take care of it for you!",10 days ago,6b0f63f6-4b7e-49db-85bc-ccabf4f8ff2e,Used to be free,1504381355.8972118
Jeff Bolton,"Hi! We're very sorry our announcement about our new features bothered you.  Unfortunately, we don't have any other way to communicate with our customers.  When we do have an announcement, you will only hear it once and we try to keep them as short as necessary.  I hope you'll forgive our brief intrusion!  If you have questions, comments, or suggestions, please e-mail us at support@sleepsounds.io!",18 days ago,31d469f8-000b-46dc-a094-6b8f49c6e4aa,Great but could do without the ads/features in the beginning,1504381385.3295639
Jeff Bolton,"Thanks so much for the sound request!  We already have a Forest Birds sound which many find very peaceful.  We'll look to add ""country birds"" to our growing list of sounds.  Thanks again!",5 months ago,3ebec25c-aaeb-4802-b535-c0391f57325a,Great sounds,1504381391.191094
Jeff Bolton,"Thanks for the feedback, Molly.  Have you tried going through the Alexa Voice Training?  You can find it in your Alexa App under Settings.  The voice training will help Alexa better understand your particular voice and will help her understand you better.",5 months ago,1fbda9f1-b8c5-4060-b990-0c07cafe0c4f,Overall very happy with it thought,1504381408.7274392
Jeff Bolton,"Hi Greg!  I'm so sorry we interrupted sleep time for you and your baby!  I know the brief announcement was probably annoying in that circumstance, but we wanted to get the word out.  Our new Premium Membership will have a lot of new sounds and new features that we know you and your baby will enjoy and we are practically giving it away right now.  I hope you will stick with us and forgive our short intrusion.  If we can help in any way, don't hesitate to contact us at support@sleepsounds.io.",1 month ago,28fee834-947c-4587-912a-6d4c3d85773b,Thanks for the 30 second ad,1504381408.7644742
Jeff Bolton,"Hi!  I think you have misunderstood our business model completely!  Everyone who enabled the skill prior to 8/8/2017 gets access to all 44 of our original sounds for FREE...for LIFE!  We would NEVER give you something and then take it away...that WOULD be sketchy!  We are also upgrading the quality of all of those sounds for you for FREE.  Additionally, we've added over 50 new sounds and many new features that are part of our optional Premium service.   If you enabled the skill prior to 8/8 and don't have access to those 44 original sounds, please let us know and we'll make it right!   Email us at support@sleepsounds.io.  We're always here to help!",9 days ago,6945cf3c-fe87-416b-a08b-98c7c888be75,Sketchy business model,1504381443.768366
Jeff Bolton,Hi DJ.  We are very sorry you had an issue with the sound quality.  Most people find our sounds are very high quality.  Please e-mail us at sleepsoundskill@gmail.com and let us know which sounds you feel need improvement and we'll gladly do our best to make them better!,3 months ago,2e292b8d-ce34-49ce-961b-593c1c848a88,Sound quality bad,1504381461.392999
Jeff Bolton,"It sounds like you meant to give us 5 stars instead of just one!  Unfortunately, it's easy to do the way Amazon's review process is setup.",5 months ago,0ed68ef1-4c76-4637-b748-03f9d6e3fd3b,Impressive,1504381490.1543071
Jeff Bolton,"Hi Nubble.  I'm sorry you've had such trouble.  Are you certain you are using the Sleep Sounds skill?  We have nothing in our skill that says ""Playing a sample of"" and all of our sounds are an hour long or longer.  There is also no need to use ""Loop on"" or ""Loop off"" commands with our skill as the sounds will loop automatically for you. If you continue to have problems, please e-mail us at sleepsoundskill@gmail.com and we'll be happy to help!",5 months ago,c735ac84-2f70-4621-822f-ede004335f30,Seems inconsistent but will keep trying,1504381566.3586931
Jeff Bolton,"Amazon had a problem with their system that was affecting all audio streaming skills.  We have put in a temporary fix while they work to correct the issue.  The sounds will play all night.  If you have questions, please e-mail sleepsoundskill@gmail.com and we'll be happy to help!",3 months ago,e060c2c8-2872-4098-a39f-bda79955146a,Stops after a hour,1504381572.211405
Jeff Bolton,"Hi Acton!  I apologize, but we had a temporary problem with this sound.  It has been resolved and Native American Flute should play for you now.  If you need anything else, please e-mail us at support@sleepsounds.io",27 days ago,c7c3698a-1390-4532-a484-430da81d19b8,"Can't play ""native American flute"" sound",1504381583.924072
Jeff Bolton,Thank you for your feedback!  We're so glad you like the variety of sounds!  Please e-mail us at sleepsoundskill@gmail.com and let us know which ones you think should be improved.,5 months ago,2afad880-7b62-43a6-b6b9-575eb4fcdba6,Pretty Good,1504381595.76353
Jeff Bolton,"Hi!  If you enabled the skill prior to 8/8/2017, then you should get access to all of those original sounds for FREE... for LIFE!  We would never give you something and then take it away.  Please e-mail us at support@sleepsounds.io and we'll straighten it out for you!",9 days ago,69681333-bb6c-4579-8b9e-b4eaac036b79,:(,1504381601.7644658
Jeff Bolton,"Hi Jason!  We'll take a look at the brown noise sound for you!  In the future, please e-mail us at support@sleepsounds.io and we'll be able to help you faster!",18 days ago,d1900129-b30a-4dec-b3ee-5923d728654a,Please fix brown noise!!,1504381630.892093
Jeff Bolton,"Hi D!  We're so glad you've been enjoying Sleep Sounds!   We're very sorry, however, for the creepy announcement!  It only plays once, so you wouldn't have heard it again, but we've removed it altogether.  We've always tried to keep any advertising to a minimum and the whispering was a bad experience. Thanks so much for your feedback and for using Sleep Sounds!",1 month ago,34b76d73-9ab5-4f82-b11f-f2bbdc76fbcf,Loved it until they put in ads,1504381665.9517272
Jeff Bolton,Hi!  Can you please send us an email to support@sleepsounds.io so we can help you resolve the problem?  The sample sounds should play for you!,21 days ago,2ff8c831-64d9-4d99-86ec-caade3361806,Need to be able to hear samples of music from the website,1504381683.517518
Jeff Bolton,Hi Roo!  I'm sorry you've had problems using Sleep Sounds!  Please e-mail us at sleepsoundskill@gmail.com and we'll be happy to help you out!,2 months ago,1a8dcb8e-f2d5-4a07-b25b-4fea8dbf51e6,Didn't work. Heard nothing.,1504381695.5732632
Jeff Bolton,"Hi! The Premium Membership only applies to the 50+ new sounds and new features that we added this week. To thank you for being a ""Founding Member"", everyone who enables the skill before 8/8/2017 gets FREE access to all 44 of the sounds you've been enjoying for FREE for LIFE! We would never take something away from you that we had given for free!! If your skill is not giving you these sounds for free, please e-mail us at support@sleepsounds.io and we'll get it corrected for you!",27 days ago,5422b3af-345c-4298-babb-87ce02d12973,Bait and Switch,1504381701.666411
Jeff Bolton,"Thanks for the feedback, Cindy.  If you haven't tried Forest Night, it may be what you are looking for.  If not, we have some new sounds coming that, hopefully, will be perfect for you. We add new sounds every week, so look for them soon!",5 months ago,17442f02-b897-431b-a0dd-e5eb6c9af238,Nice,1504381731.5690188
Jeff Bolton,Hi! We're sorry you can no longer access your Founding Member sounds.  E-mail us at support@sleepsounds.io and we'll straighten it out for you!,11 days ago,55162a25-9f45-4f13-897d-ae085cad7403,I signed up before the 8th,1504381737.5610392
