author,commentNum,content,date,id,rating,skill_title,timestamp,title,vote
Philip M. Chute,0,"Same briefings as local radio stations pay to air, free and on demand in the flash briefing. No text to speech","on August 20, 2017",d2872b5b-aed6-4b72-91b3-9fdf1b3ce586,5.0 out of 5 stars,Fox News,1504378953.919764,This is high production value radio news broadcasts,15 people found this helpful.
Sean P. Oboyle,0,Good day,"on August 29, 2017",8b2337c9-0780-4f88-82e5-c0739dc13d5b,5.0 out of 5 stars,Fox News,1504378953.940382,Good start to the day,3 people found this helpful.
Rick,0,The briefing is short and informative.,"on August 16, 2017",564ce045-dda4-46a8-a461-fb1c6f7d5704,5.0 out of 5 stars,Fox News,1504378953.960425,Concise and breif,20 people found this helpful.
Robert Browne,0,"Yes, Fox News is biased but here's a real flash briefing for you: all news is. At least Fox doesn't pretend to be unbiased. The question for me (and most people) is not whether any news is biased but if theyre reporting the news and opinions that are interesting to the listener.If you're a Conservative, this skill is for you. If you're a Liberal, not so much.","on August 4, 2017",b99ba0ce-7e0f-431d-af33-568a3a89dcee,5.0 out of 5 stars,Fox News,1504378953.9791648,Great skill to have,19 people found this helpful.
Colly,0,"I am so happy that Amazon added FOX NEWS RADIO; however, am disappointed with the ad interruptions.","on January 29, 2017",6efa2613-dcaa-4bbd-bd1f-ffc5d5bfd18a,4.0 out of 5 stars,Fox News,1504378954.001646,ENJOYING!!,46 people found this helpful.
Ergonoid,0,It is about time a different point of view is available!,"on November 8, 2016",ec679058-c7ef-4002-bb5b-152a18f5ddea,5.0 out of 5 stars,Fox News,1504378954.0222468,Point of view,45 people found this helpful.
Matt,0,Easy to use,"on November 28, 2016",f96ec590-c2e4-47d6-9a0e-1e7c5b402587,5.0 out of 5 stars,Fox News,1504378954.040999,Great updates,31 people found this helpful.
Amazon Customer,0,The only source for reliable news in a world tainted by ultra left-wing bias,"on November 23, 2016",4563bc05-7e70-4f3c-8d56-f4e1472353a7,5.0 out of 5 stars,Fox News,1504378954.059913,The only reliable source for news,50 people found this helpful.
Morac,0,Recently this skill has started playing older news.  It seems to be playing several days worth of news podcast in a row now.  When the old one ends a newer (but still old) podcast plays.  When that ends another old one plays.  Basically it's not working correctly.Edit: it's up to playing 6 podcast news episodes now.,"on May 25, 2017",daa35c88-83e1-4c73-9881-041e5b40e896,2.0 out of 5 stars,Fox News,1504378954.082259,Playing old news and multiple days worth of news,8 people found this helpful.
JC,0,"In a world that the loudest voices (and more giving to violence) are those on the left, it is refreshing to hear news for the silent majority, the unknown man that speaks at the ballot box.","on November 23, 2016",afbedb24-ba4e-40b3-8ef0-60cd5ac7740e,5.0 out of 5 stars,Fox News,1504378954.1038651,A little fresh air.,50 people found this helpful.
Cindy,0,"Perfect, thanks for this app","on January 29, 2017",adfdb6c1-982f-4258-ba61-56f4d2e65662,5.0 out of 5 stars,Fox News,1504378959.686985,Thanks,44 people found this helpful.
Amazon Customer,0,"Fox News is the only news station on which I can be assured to receive non-biased, accurate reporting in reference to the current affairs within my country and the world.  CNN, ABC, NBC, and CBS are propagandists for the liberal party (Democrats).  In my opinion, the journalists on the aforementioned channels are anti-American and liars. Unfortunately, all the liberal stations/channels, in my opinion, are working to destroy my country...America.  Even though &quot;Amazon&quot; made it difficult to find Fox News Channel, I was able to do so as a &quot;Search&quot;.  It appears Amazon, in my opinion, is also a liberal biased medium.","on November 23, 2016",70bb0eca-92fc-42f7-b087-0880ed9604db,5.0 out of 5 stars,Fox News,1504378959.706697,Thank you for having Fox News Channel as an option.,62 people found this helpful.
R. Young,0,Excellent news summary...much better than the NPR summary. Relevant news and weather,"on December 17, 2016",dcf8a09a-7fbb-4c5a-9896-9c6f375c9aea,5.0 out of 5 stars,Fox News,1504378959.726342,FAIR & BALANCED,55 people found this helpful.
Catlady536,0,Love the intro. Concise. I didn't even notice the commercials. Such a big deal being made about them. I use this everyday. Glad FOX News is an option.,"on January 5, 2017",71b9149e-8d26-4eb8-a176-3689548d6a50,5.0 out of 5 stars,Fox News,1504378959.7458189,Love it!,44 people found this helpful.
D. Paquette,0,Thanks for adding FNC. Love it!,"on November 28, 2016",ccb98ab1-899a-4ca9-8b3d-0c5c181a9dd5,5.0 out of 5 stars,Fox News,1504378959.765424,Great,33 people found this helpful.
Billie B. Brown,0,Need fox businessFor market reports.,"on November 26, 2016",d532cc42-06b8-4270-a499-2b26dea69573,3.0 out of 5 stars,Fox News,1504378959.787015,Needs business skill,27 people found this helpful.
iSK,0,Would be happy to pay subscription fee to get rid of commercials...I bet others would too!,"on January 29, 2017",dc59a2cb-6b0b-4eb0-8338-9d7bfb68e8ef,4.0 out of 5 stars,Fox News,1504378959.8081338,Commercials are not newd,32 people found this helpful.
mom of 3 boys,0,"This is at the top of my flash news briefing. It is an audio brief vs. being read by Alexa which makes it better than 90% of the others out there. I have it #2 after weather and then NPR, followed by several others after (WGN, ESPN, Reuters, MSNBC, BBC).Recommended add to your chain.","on January 23, 2017",b7629a44-c7ce-4285-9a14-efb2ccfd8042,4.0 out of 5 stars,Fox News,1504378959.83016,One of the top flash briefings,35 people found this helpful.
Kyle,0,Good solid summary of what going on and updates regularly,"on August 23, 2017",66e9dbb3-b5d7-468b-ac22-4b8407e7758f,5.0 out of 5 stars,Fox News,1504378959.855385,Loads of News Info,14 people found this helpful.
Paul A. Kuck,0,"Yes, 50% think they lean to the right. But, they ALWAYS have a opposing view opinion during the interview pieces and the nightly news is fair, doesn't seem so negative. I'll flip back and forth from MSNBC and FOX and it just seems the left leaning outlet (MSNBC) is whinny and negative. Maybe it's just me, but I think FOX tries to be fair, maybe not balanced. They lean right. But, you know that when you tune in.","on March 10, 2017",b7d86033-b474-47d8-851a-fa50715b9ac4,5.0 out of 5 stars,Fox News,1504378959.87697,Better than most news outlets,66 people found this helpful.
Steven Dayton,0,After seeing only NPR in the first few lineups I was discouraged. I had to search for Fox News but was relieved to find it available as an option. I wish it was moved to the top of the page since it is number 1 rated cable news network.,"on December 25, 2016",6e9d99b0-1194-4f91-9592-bfa9d76bfa9e,5.0 out of 5 stars,Fox News,1504378965.484011,Finally able to find Fox News after searching,57 people found this helpful.
John H. Harris,0,"Those complaining about commercials in the middle need to learn the difference between commercials (which advertise products) and promos (which advertise a network's own shows).  The break in the middle is the latter.***UPDATE: The promos and commercials in the middle have been removed.  The second half begins immediately after the first half ends.***As for the content, this is the Fox News RADIO hourly update.  No spin, no opinions, just the hour's headlines.Those posting reviews calling it propaganda have likely never listened.  They're like children who say they hate broccoli having never tasted it.Make up your own mind.  Don't let either side decide for you.","on January 14, 2017",049d0d8c-f2c4-4661-8722-69f044181361,5.0 out of 5 stars,Fox News,1504378965.50526,Don't let the reviews sway you.  Try it and make up your own mind. (Now commercial-free.),45 people found this helpful.
"Mozena Publishing, Inc. (Consignment)",0,Awesome! Fair and balanced!,"on November 8, 2016",bbba2331-bd3d-45c6-af75-9c0ab008ca9c,5.0 out of 5 stars,Fox News,1504378965.525128,Awesome!,47 people found this helpful.
O'mally,0,"They took out the commercials, which is great, but in the process they screwed up the volume. It's now almost half the volume of everything else in my Echo, including the other parts of my flash briefing. Can you guys crank it up a notch? Easy five stars if you do.","on February 23, 2017",261036f7-12d8-4314-85d7-e7bd16df6520,3.0 out of 5 stars,Fox News,1504378965.545367,"Better, but volume is too low",25 people found this helpful.
Oklahoma Shopper,0,Fox adds counter balance to the very left news reports available in the flash briefing. At least now I can hear both sides of the sound bite and draw my own conclusions.,"on March 2, 2017",fbc09fba-23f2-4054-af3d-7e4755363be4,4.0 out of 5 stars,Fox News,1504378965.566187,Finally,53 people found this helpful.
CK,0,"Hate the commercials, but otherwise LOVE the app","on December 30, 2016",cc3b0cd4-b61c-4688-a95d-a7947c408602,5.0 out of 5 stars,Fox News,1504378965.588037,Five Stars,34 people found this helpful.
Slim,0,I listen to talk radio everyday but don't get to catch all the top headlines. Now after my drive home from work I simply walk in and ask Alexa to fill me in on what I may have missed.,"on February 25, 2017",59c7ccc5-8e50-4685-8d9b-a34add4fc547,5.0 out of 5 stars,Fox News,1504378965.609635,Works as e,38 people found this helpful.
George Sarant,0,Straightforward news. Works fine.,"on December 5, 2016",7f222327-cab6-4790-9a10-843adfebd7cf,5.0 out of 5 stars,Fox News,1504378965.6311529,Straight news.,29 people found this helpful.
Spencer Dinsmoor,0,I love FoxNews and their no FakeNews reporting. Alexa seems to love them also :),"on August 29, 2017",253e80cb-3088-406d-8b93-c806d5653c30,5.0 out of 5 stars,Fox News,1504378965.6551318,Perfect!!,4 people found this helpful.
Michael,0,"Unlike everyone else in the review section, I can verify that the flash briefing works.","on May 23, 2017",ae4b14f8-6baf-4fd2-a285-c20c555c4e3c,5.0 out of 5 stars,Fox News,1504378965.6801238,It works,17 people found this helpful.
Michael K,0,"Thank you for offering Fox news, I deleted NPR immediately.","on December 24, 2016",b15f2e69-ed29-4048-9360-dbbc91ae49a7,5.0 out of 5 stars,Fox News,1504378971.4513211,My Alexa thought I would like NPR.,56 people found this helpful.
L. Olsen,0,"After the flash briefing, an add of some sort is played which is very annoying.  They made need this to pay the bills but it is still annoying and way to long","on January 30, 2017",1bd8f411-c826-4d2f-a988-f67f58a2ddba,3.0 out of 5 stars,Fox News,1504378971.474835,"News is good, but the advertisement is to long",39 people found this helpful.
LVGent,0,Finally some fair & Balanced news.  CNN sounds like a DNC TV advertisement.,"on November 14, 2016",94212021-6211-418f-9d77-848046714828,5.0 out of 5 stars,Fox News,1504378971.503547,CNN sounds like a DNC TV advertisement,49 people found this helpful.
Amazon Customer,0,Fox news is only news that tells the truthAll the others lie,"on September 1, 2017",2c9853a7-3573-42d7-a24e-4b6e51d97555,5.0 out of 5 stars,Fox News,1504378971.532726,Fox is best,2 people found this helpful.
John Hames,0,Good mix of relevant news. Thank you Fox News.,"on January 27, 2017",daa51edf-f5d3-4e11-9b4d-6d9c614c6e59,5.0 out of 5 stars,Fox News,1504378971.555514,Good mix of relevant news,41 people found this helpful.
Petra Cooke,0,"I got really tired of CNN and NPR "" trump bashing"" before my first cup of coffee!!! Fox provides a wide range of news that gives me a good start in the morning","on January 16, 2017",876bc67b-f051-4acb-9da3-83ffa0048d49,5.0 out of 5 stars,Fox News,1504378971.577255,FINALLY!,45 people found this helpful.
Scott K. Mccormick,0,I've tried most of the other new skills and this is the best one.  Highly recommended.,"on February 5, 2017",9c8d84f1-4f0f-4045-8825-0ce261253aba,5.0 out of 5 stars,Fox News,1504378971.596692,The best news skill,51 people found this helpful.
John,0,It was great the first time I used it....then....commercials! Advertising! I'm out....,"on January 2, 2017",ee8f9508-801d-4148-abb7-fc665df7e4f5,2.0 out of 5 stars,Fox News,1504378971.6137412,Commercials! Advertising!,32 people found this helpful.
Marcus,0,"Glad to finally discover this skill.  Good alternative to CNN and BBC, and glad it's actual audio and not text-to-speech like some of the other news skills.","on December 31, 2016",f34874f8-676c-4ba1-85ec-9aa928494559,5.0 out of 5 stars,Fox News,1504378971.630964,Good Addition to Flash Briefing News,38 people found this helpful.
Jay L.,0,Truth,"on January 30, 2017",3e4bb702-6e8d-4f63-8e78-b9ddd4e64014,5.0 out of 5 stars,Fox News,1504378971.650999,Finally!,52 people found this helpful.
Ames,0,Fox News is the only truthful news organization in the USA...,"on January 30, 2017",8ce1bba5-2275-43c1-871f-2f7061e681e8,5.0 out of 5 stars,Fox News,1504378978.0301619,Love Fox News,59 people found this helpful.
Amazon Customer,0,"I'm all for the news, but this is a FLASH briefing.  Taking a full minute out in the middle for a commercial is NOT what I have time for. I'll be disabling this skill until it goes commercial free.","on January 2, 2017",881e2f53-9800-4988-a4bc-5fd1c7d4a1f8,3.0 out of 5 stars,Fox News,1504378978.05291,"News please, not commercials.",34 people found this helpful.
Herodotus,0,"This is just about the only example of conservative news on the entire skills list.  I found the one review describing this skill as biased a bit amusing.  I wonder if that person Is equally upset with The Huffington Post skill or the NPR skill?  Of course, Fox News is conservative....that is the point.  This skill is just a smidgen above average.  However, if you like to get divergent perspectives......it is the only conservative game in town.","on November 25, 2016",c869f638-590e-45f2-8f2a-66b45d5a2c3d,4.0 out of 5 stars,Fox News,1504378978.0778701,Only conservative game in town,35 people found this helpful.
MBM,0,I've been waiting and hoping for Fox News to be added to the Flash Briefing!  Thank you Amazon!,"on January 27, 2017",807e9a32-ae83-40b6-b766-a350d7dd3d81,5.0 out of 5 stars,Fox News,1504378978.098424,Finally!!,32 people found this helpful.
Matty J,0,"I like being able to hear Fox news, and other media outlets, while trying ready for work.","on April 15, 2017",d687fc6b-7feb-4e6c-aa52-7fe66c3756cd,5.0 out of 5 stars,Fox News,1504378978.115186,Convenient,39 people found this helpful.
C McA,0,"This is from Fox News radio, about 4 minutes of headlines and stories with no additional advertisements and minimal sound effects (no loud trumpets or anything like that).The content is what to expect from Fox, typically national political stories and major world events with conservative commentary.Updated daily with new content.","on May 1, 2017",a69aa538-2131-488f-a479-e9f69f3f9a03,4.0 out of 5 stars,Fox News,1504378978.132473,Daily updated news snippets covering major topics,48 people found this helpful.
Sharon Phillips,0,Concise and to the point,"on March 24, 2017",46448361-8832-449a-a322-4967fabcc820,5.0 out of 5 stars,Fox News,1504378978.1500008,Great skill!,50 people found this helpful.
Tony Stagakes,0,"Clear and steady audio at an effective volume. If you are unable to keep your political views out of writing a review, you should not be writing said review.","on May 24, 2017",0ca02c97-5453-4b36-9c12-ce40e9d6543d,5.0 out of 5 stars,Fox News,1504378978.166409,Rate the Skill Not the Content,19 people found this helpful.
PlainAcres,0,If you prefer Fox News to the liberal news media - this app makes Flash Briefing worth listening to.,"on December 7, 2016",dc178b4a-8108-403b-a981-e64e2bdbedea,5.0 out of 5 stars,Fox News,1504378978.192657,Finally!  News from a source I trust,36 people found this helpful.
Amazon Customer,0,Headlines and stories change throughout the day. Great app.,"on March 20, 2017",6419ae25-8fd8-42d3-a909-d16c6c9c921d,5.0 out of 5 stars,Fox News,1504378978.221293,Not fake news,59 people found this helpful.
R. S. Wanat,0,"Best of all news apps. Clear, concise, and timely updates. Format is very good as well.","on August 27, 2017",eebbcd58-128e-4829-adae-1a5aecc64b7e,5.0 out of 5 stars,Fox News,1504378983.731406,Clear and Concis,5 people found this helpful.
Alec Daniel,0,Love this! Wake up and get my Fox update.,"on January 31, 2017",caef8275-b394-4f12-8fb9-680414f2533f,5.0 out of 5 stars,Fox News,1504378983.753338,Fox,37 people found this helpful.
Am2016,0,I see review about Fox but logically review should be for the simplicity of app.,"on August 19, 2017",73cbf5fa-19cd-4f19-9f5a-09bb296a074b,5.0 out of 5 stars,Fox News,1504378983.774009,Great app.,12 people found this helpful.
Amazon Customer,0,Good skill thumbs up,"on November 28, 2016",795250f5-9ebb-491c-8c2a-9726af4b0940,4.0 out of 5 stars,Fox News,1504378983.7976398,hi,27 people found this helpful.
Cherlene Aguilar,0,I love it! Super easy way to get my news as I get ready for work in the morning!,"on February 5, 2017",e9fc2182-a54e-45aa-9a69-8537f8d9ddc8,5.0 out of 5 stars,Fox News,1504378983.8182368,News on the go!,48 people found this helpful.
Bernice Watkins,0,"Up to date news, when you want it.","on December 6, 2016",ab419343-d1df-4fcf-ab67-4ebdfa7204eb,5.0 out of 5 stars,Fox News,1504378983.838135,All day news,31 people found this helpful.
Astasha2001,0,Love it! Better than watching a hour of CNN!,"on December 31, 2016",599e5771-8e46-4e5f-a052-e99ab8da956c,5.0 out of 5 stars,Fox News,1504378983.858907,A must!,36 people found this helpful.
Kindle Customer,0,I can increase the Alexia voice however the news from fox is much lower in volume.  Please increase so it is louder and can be adjusted.  It used to be louder but the last few days as changed.  If I could hear it I would give it a much higher rating.,"on February 19, 2017",e03141e7-ae96-4bec-963a-34eb1c9566ce,1.0 out of 5 stars,Fox News,1504378983.8800561,Volume is too low,24 people found this helpful.
mediawatcher,0,"never watching or listening to CNN, MSNBC or other President Trump hating outlets again. Fox can be bad but the best of them all.","on August 25, 2017",5aca084f-b3ad-41db-9e75-767630ad47a2,5.0 out of 5 stars,Fox News,1504378983.900417,Fox can be bad but the best of them all,6 people found this helpful.
Frank Longacre,0,"Every command is being followed, very good set up syst","on February 8, 2017",c8b58abe-218b-45ac-92e8-75966aaad448,5.0 out of 5 stars,Fox News,1504378983.92031,G,32 people found this helpful.
Donald Gibson,0,If i ask for focx news directly it works great. From inside Flash Breifing I get old news going back 4 days.,"on May 27, 2017",069dd727-f8fe-48a5-a244-0f99ebd6a882,2.0 out of 5 stars,Fox News,1504378990.07376,Playing old content,19 people found this helpful.
Bargain Hunter 20147,0,"Glad Fox News has been added to balance out my Daily Flash briefing (had previously only had NPR and WSJ).  There are no longer commercials on the Fox News brief, as noted by earlier reviewers, but there is still an issue with the volume.","on February 27, 2017",6b6544ae-8f9e-4030-8908-80cf138368a3,4.0 out of 5 stars,Fox News,1504378990.100186,"No more commericals, but still has a volume issue",30 people found this helpful.
Amazon Customer,0,Great News!,"on December 5, 2016",e393ea90-31e6-49c0-a752-a1adb580b2ac,5.0 out of 5 stars,Fox News,1504378990.122071,Perfect addition to my Echo.,26 people found this helpful.
J. Adams,0,"I really like the app, I just wish that I could listen without having to play my entire flash briefing.","on December 21, 2016",3af344e9-bb36-41f1-8e8a-956aa9a12461,4.0 out of 5 stars,Fox News,1504378990.148389,I like it.,32 people found this helpful.
A. Duntley,0,"Thank God for Fox News! This Christmas gift Echo Dot would have been in the ""return"" pile if NPR and other progressive media  outlets were the only sources of news.","on December 26, 2016",f1ba7551-7a7f-438a-b211-59adc285e49d,5.0 out of 5 stars,Fox News,1504378990.188641,Thank God for fair and balanced Fox News I can trust!,48 people found this helpful.
Michelle Davison,0,"Works as expected, playing the Fox new Audio update just like I would hear it on the radio.","on December 28, 2016",5945118e-7370-44ef-a944-c8e7008f2f3a,5.0 out of 5 stars,Fox News,1504378990.221899,Just like Home.,27 people found this helpful.
Jan Livingston,0,We all know what side there on but do a good job of balancing views. Nightly news is a little more hardcore though.,"on March 8, 2017",1d52de80-4a07-438d-9b13-8e42c07181d0,5.0 out of 5 stars,Fox News,1504378990.2524748,It's fox,52 people found this helpful.
Steve,0,"It's actually news by people, for people. I was getting tired of news agencies making up news that does nothing more than try to indoctrinate it's viewers into a way of thinking that has become clearly nonsensical.","on August 19, 2017",e99af727-0825-4fc0-9596-28d7a12361ce,5.0 out of 5 stars,Fox News,1504378990.297062,Great Headline News,14 people found this helpful.
Thomas F.,0,1st in the Truth in Reporting.,"on January 30, 2017",a2c5504b-a976-4b47-b3bf-d7612f6aaa86,5.0 out of 5 stars,Fox News,1504378990.344346,"The First News we go to to find the Truth in Reporting. ""What difference does it make Now? answer: ""A LOT""",51 people found this helpful.
Mark,0,Least biased news available. Excellent fact based information.,"on December 4, 2016",18940ae0-dba4-4970-bf9d-8fde4f804c43,5.0 out of 5 stars,Fox News,1504378990.382644,Fact and reality based information,32 people found this helpful.
Michael Craddock,0,Covers the major notable topics for the day,"on January 31, 2017",65618155-2d8a-4aa6-b8e4-bd93e2c2b05d,5.0 out of 5 stars,Fox News,1504378996.359447,informative,42 people found this helpful.
Tony Kendrick,0,News quick and it's over. On with my day.,"on May 28, 2017",7016c61d-a654-4efe-991c-6018ddbff3b4,5.0 out of 5 stars,Fox News,1504378996.3889909,Great,28 people found this helpful.
S. Wheelbarger,0,Always reliable. A great source to start your news day with topics worth further investigation.,"on December 6, 2016",81c8387b-03c1-42b5-b11c-1d3b01a95c6d,5.0 out of 5 stars,Fox News,1504378996.415297,Fair and balanced is a great slogan.,30 people found this helpful.
JWH,0,"Fox News volume is too low, poor sound quality.  Amazon needs to standardize volume/sound for all Alexa apps (or have some volume criteria that all vendors have to meet). I had this (Fox news) queued up with CNBC and NPR.  Those two are significantly louder so when Fox came on it was almost inaudible. I shouldn't have to manage such disparate volume levels at my end.","on February 27, 2017",f6f15cb9-617e-4aa8-9004-fd8df20522e7,2.0 out of 5 stars,Fox News,1504378996.4381871,Amazon needs volume/sound standards,26 people found this helpful.
J,0,Shouldn't be hearing ads in my flash briefing,"on December 30, 2016",1cfd0fe7-e523-4a8a-a062-b98bfe273604,1.0 out of 5 stars,Fox News,1504378996.463275,Ads,38 people found this helpful.
Deidre F. Dougherty,0,My fav news feed!  A must have!,"on January 25, 2017",cdd9444d-0b0e-4acb-a7f7-611f13e159fe,5.0 out of 5 stars,Fox News,1504378996.4934568,"Love the newscaster's voice, not Alexa's!",29 people found this helpful.
D. J. Everette,0,"Excellent channel, but within last couple of weeks, the volume of the new/flash brief is excessively muted. Please boost/normalize the volume.","on February 24, 2017",8c92818e-75c2-46f0-bbfb-b870563f065b,5.0 out of 5 stars,Fox News,1504378996.526179,"Great App, but volume reduced too much recently.",32 people found this helpful.
Jamesw,0,"Shame on amazon for allowing liberals to come here to use this as their soap box (a.k.a. Safe place) to spew their lies, hate, and ad hominem attacks of this app. I bet most of them do not even have this skill enabled. Liberals just saw the name fox and went into tantrum mode and misused the reviewing system for their own selfish and childish needs.Pros: great skill for news. Nice to have another choice to add on.Cons: advertisingSee, that was not so hard to do. Amazon, please moderate some of these reviews. Its getting bad and liberals are making it harde to see if a skill would be beneficial to anyone else or not.","on February 10, 2017",9242939c-8ec5-4785-a4fb-2c72b9364ea2,5.0 out of 5 stars,Fox News,1504378996.5513332,Liberals falsely reviewing,57 people found this helpful.
Mark,0,The volume is too low,"on February 19, 2017",b3f2df77-6b62-45b7-8fc9-420e805b4940,4.0 out of 5 stars,Fox News,1504378996.577149,Low volume,25 people found this helpful.
Robert w.,0,This app works just as it should. Nice amount of news stories.,"on April 18, 2017",3ecfea8e-9b4a-4233-8a75-8d7fce5c0ca1,5.0 out of 5 stars,Fox News,1504378996.598141,Review of the app,36 people found this helpful.
Linda Hoke,0,"Alexa...just list the stations to choose from, don't need reviews..it just gets ugly.","on February 2, 2017",ef2d3214-95b2-4680-81fb-8264c85eb00d,5.0 out of 5 stars,Fox News,1504379003.016043,Reviews???,38 people found this helpful.
Amazon Customer,0,Easy and direct,"on April 12, 2017",5057d5e9-73c2-441f-a08a-be2dccb58819,5.0 out of 5 stars,Fox News,1504379003.0506828,Good app,34 people found this helpful.
Nathan S.,0,"If you're a fan of fair and balanced news, and other words Fox, you'll love this app.","on January 26, 2017",6558b6d7-00b1-4ed3-9f6b-1ef722a69536,5.0 out of 5 stars,Fox News,1504379003.0874538,App works perfectly,33 people found this helpful.
jalt,0,I love hearing Fox News first in my daily flash briefing!,"on January 23, 2017",58b731c4-70f1-46ea-9bae-538ffecdc947,5.0 out of 5 stars,Fox News,1504379003.124017,Love Fox,28 people found this helpful.
Lloyd,0,Up to date news..,"on March 23, 2017",f7c5b4e9-05e6-4c24-b830-6bd82c6789bc,5.0 out of 5 stars,Fox News,1504379003.1503758,Great app,49 people found this helpful.
Maria,0,They are usually pretty balanced although they do tend to lean right. I'm pretty happy with it.,"on February 10, 2017",bd47eaad-1e1e-4579-8b16-e80bd10966ef,5.0 out of 5 stars,Fox News,1504379003.173834,Better than most,44 people found this helpful.
Mark,0,"Seriously, there's no way I will re-download this unless I know they got rid of ads. No one else advertises in their app. It's a bad idea and sets a bad precedent. Please, I like your news, get rid of the ads!!!","on November 30, 2016",db5d7cba-3cd9-4e82-88b5-3221b7f897bf,1.0 out of 5 stars,Fox News,1504379003.195282,I like the news but GET RID OF ADS,45 people found this helpful.
