author,commentNum,content,date,id,rating,skill_title,timestamp,title,vote
caymancouple,0,"This is the missing link I needed to integrate Alexa, SmartThings, Harmony, and my phone.  I am a Sprint user in case anyone is wondering what Cell company it works with.  I would think based on how it works it will do fine with any of them.  I can now be working at my desk and have Alexa reading me my notifications and messages without going and looking for my phone.  Something else is we do not sleep with our phones by the bed... but so many times I get a text after we have crawled into bed....too tired to get up and go check the text... now I just ask Alexa to ask MasterMind to read it to me, as well as being able to respond back to it.... YEAH !!!!!!",2017-01-16,34a4e71b-d262-4b8a-8b89-961fd8cc76ff,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628300.159842,Missing Link Alexa needed,7
Just Marilyn,0,Great potential with this skill! Great work 👍,2017-02-10,b13ca043-71cd-4a91-8c53-0f7f391db905,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628300.180334,I'm in love ❤️,1
Nicholas,0,Great!,2017-03-05,437de840-93f7-4223-ab4d-0298fa329c64,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628300.202913,Five Stars,3
Eileen,0,"Awesome app/skill. Does what it promises it says it does. Would love to have a reminder with an alarm to set and Alexa could read it out loud to me and text it to me, if possible for you brainiacs; then I'd have TOTAL control over my life. Lol! Thanks for an a product that actually works!",2017-07-19,a0921190-5f88-43e3-837e-0f1141bca26d,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628300.2233126,Works beautifully!,2
john nowlin,0,. I really like Mastermind it saves me time and trouble where can I ask my echo and it will do the things I need while I'm doing something else,2017-07-19,887e4e4e-08f0-4afc-9b31-8aab57d04b6d,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628300.244653,Small little helper,1
gazclay,0,"This one of the best skills for Alexa, I love the way it can find and answer your phone send text messages and read notifications.",2017-07-16,99e353b6-4acd-43e8-a1a2-1aac7288cb61,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628300.270069,One of the best  Alexa Skills,2
YesseniaC,0,This is superb! I especially love how I can have my notifications read and cleared without having to touch my phone. The app works really good. Exactly as advertised. Keep the good work.,2017-07-20,9700acfb-4bc8-47f1-bb36-a719974ef0a9,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628300.290269,"Try it, you won't be disappointed!",3
Germin,0,"Need to send text exactly as I say it, i don't want the added on sentence saying it was sent from this app",2017-08-12,eee59c02-0089-4dab-ab07-f389b46798f5,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628300.3105118,"Great app, still needs some work",3
W.  G.,0,"I only use a few of the features, but I use them a lot. And the response from customer service has been great! I combine this with Reverb when I'm in my car and it all works seamlessly.",2017-05-05,71393b98-3664-46f3-8328-0042d1b3dd67,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628300.330346,Love this skill!,4
Joe Monroi,0,Great app.,2017-08-22,22c7bdf9-4519-4103-bdb8-2b8e5a0031a2,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628306.2753124,Fantastic Software,1
Gregory T. Anderson,0,"Okay, so after working right out of the gate, it did get a little buggy/latency prone as the day went on, this app is still absolutely amazing and is really on its way (I believe) to being a foundational Skill that will help many, many people, ranging from the busy hands filled caregiver to those suffering from disability. Way to go! :-)",2017-03-03,292202b6-6694-4a13-a940-ab32323ae372,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628306.2951832,On Its Way,3
Smithy,0,Very good does exactly what the echo was made for,2017-02-17,8ced4291-3b50-43c6-a99d-01659ab37146,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628306.314208,Four Stars,5
Fred Mealey,0,Best alexa skill hands down. I have used this skill for months now and I love it. There are some kinks to work out still but all and all very useful in my day to day life. Like any alexa skill you only het out of it what you are willing to change in your routine and or art to your routine.,2017-06-07,4346df69-288b-49b1-a967-eef0f4f53ef4,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628306.335267,Best alexa skill hands down,2
Amazon Customer,0,One of the best apps I've seen. Great addition to echo. Provides many new functionalities. Well worth buying.,2017-08-02,08a17056-e9d3-4fe0-b87e-e7c772510cad,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628306.3533769,Five Stars,0
Thomas R.,0,Works s treat and is clear on understanding it's a great program :,2017-07-18,85c6ac1e-1d34-4fa5-84fa-5c69f6ee34cf,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628306.373703,... s treat and is clear on understanding it's a great program:,2
A. Cortez,0,Works great as Alexa connection. Texts and notifications go back and forth. My only gripe seems to be that I have to re initialize the app after every update.,2017-08-24,01bdbe3e-96b2-4a99-bb3e-ed59a24c8c01,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628306.3905392,Delivers as promised,0
Robert Cochran,0,Needy don't business program,2017-07-21,e96d4689-21a2-4515-9d6d-439a1c5b77e9,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628306.409475,Great,1
CANDY J.,0,I am really impress what you have added to MasterMind. Make phone calls and text messages,2017-07-15,7021dec2-93bb-4b70-b90b-5c9c89ab0dbb,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628306.426354,Five Stars,0
M. Cahill,1,"Hi so far reads alerts and gives me phone battery status perfectly.  Have tried to text several times but cannot get text to send. It recognizes contact fine, repeats back whwhat i say to text and when i say right or correct it doesn't do anything.  How do i get it to send?  Haven't tried phone calls yet.",2017-05-18,f3fa25e3-d265-47da-a2a5-5403d48c49df,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628306.445657,How do i get text to send?,2
A. Martin,0,Does not find contact to send message but can call,2017-06-29,56927d75-6730-493a-a35f-d7b0358914dc,3.0,Mastermind - SMS Text Messaging & Phone Calls,1503628312.280567,No message,2
Richard Dale,0,Great concept but I'm afraid right now that's all it is. Make calls just doesn't work. Never ever recognises the names of my contacts. I've even tried renaming them but it still doesn't,2017-08-10,01c94666-31e0-4ae9-8440-f2855156ddea,1.0,Mastermind - SMS Text Messaging & Phone Calls,1503628312.301764,Very poor,1
Carpe Diem,0,Getting this hooked up to my car via Bluetooth was the best decision i made. Now to make my car smarter.,2017-03-08,9d3f2996-945f-4ac8-8cc2-0103da98af45,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628312.324442,Hooked up to my car,5
kingsblend420,0,Good app still has room for greater functionality,2017-07-21,4959db88-479c-43bb-a9c1-e89c2f5a222f,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628312.3464038,Cool app,0
Lise Roy,0,"App is working great, like it!",2017-07-16,df11f21a-1781-4ca8-85de-c8963959cfa2,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628312.362713,Four Stars,0
Travis Carr,0,Nice,2017-08-12,3c5ed4c7-05e2-43ea-8139-8386985a53ad,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628312.383758,Five Stars,2
Reading since 9,0,Super cool app. Works great.,2017-08-05,6c705441-dd2b-4289-a66a-491a5f1f1621,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628312.4030821,Great app,0
Amazon Customer,0,Does what it says it will do,2017-08-04,3beab2c6-577d-4d56-9336-ae6ecbcd0413,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628312.422441,Five Stars,0
Spencer,0,Doing great.I love it,2017-08-06,366e31dc-93c5-4ae1-894f-42e441817e23,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628312.438972,Five Stars,0
Michele,0,Easy to setup and LOVE using it.,2017-08-10,4d974c74-14fa-49c2-8d33-87396b6fa080,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628312.4540968,Five Stars,0
James M  copeland,0,Enjoyable,2017-07-21,aa72a550-ad93-4865-8ff6-0878ec8f7bc1,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628318.222956,Four Stars,1
Jose A. Cruz,0,Love the fact i can use it to make phone calls and send massages,2017-08-02,b5bbcf25-011c-4160-b47d-cc22a1032ea8,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628318.244421,Five Stars,1
Amazon Customer,0,Hard to figure out the layout of the program but once you do it works pretty good... We need Ac its38$ bit,2017-07-18,23f0858c-c29a-4249-ba3b-8896fa688502,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628318.2664552,... of the program but once you do it works pretty good.,1
John,0,"Works great, even with verizon messages!Best Alexa skill, a must have!",2017-07-19,588df834-a2f8-411a-818a-7dca71cefe14,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628318.2892091,Five Stars,1
Amazon Customer,0,Another highly useful Amazon skill,2017-08-15,51f42108-c428-423f-b889-44e1f59cc892,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628318.306798,Good one,0
phillipps,0,Awesome,2017-07-27,58eca23e-bea4-4344-9c5f-0ca0e246f135,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628318.325684,Five Stars,0
jessbowring,0,Love it so far! Looking forward to seeing more abilities. I think this is one of the best apps out,2017-08-22,ece89bb8-a324-4b16-a5b3-e4f813ba0312,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628318.342357,Love it,0
Angela T.,0,I just love this skill! It really helps you to build your vocabulary while also very enjoyable to play!,2017-02-14,51adab60-7d6d-4814-8ece-18fc81dca25f,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628318.367393,Exercise for your brain and fun too!,1
Phil R,0,"This skill is looking to be very good, who knows where it will stop. Great work 😀",2017-03-20,0c41876d-d1e2-4242-bd87-148f307da2c5,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628318.3895614,"This skill is going places, great work.",4
Amazon Customer,0,"AmazingIt's quite an amazing thing that no one else has yet, sign up for the beta, the only thing I find annoying is when you send a text it says the ""sent with mastermind on Alexa"" I find it a little annoying, your free to whatever you feel about it.",2017-06-09,6ffb67b4-3f0a-4406-8327-8a1e6ebb90c1,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628318.405849,Five Stars,0
Amazon Customer,0,"Still figuring it out,like anything new",2017-02-07,e1b1ee78-8458-47ce-9586-61720211a65e,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628324.2971098,like anything new,1
Mario,0,Terrible app UI,2017-07-17,434dbbd8-1dcc-4c3b-8a7b-c73754481f82,3.0,Mastermind - SMS Text Messaging & Phone Calls,1503628324.316899,Three Stars,0
kevin m malloy,0,Probably the best Alexa skill thus far.,2017-01-09,18928de0-3847-4371-afcd-06f93d084897,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628324.3386838,Excellent AlexaSkil,4
Robert in Dallas,0,"I use it to find my phone, send texts and it is especially useful to show off the capabilities of Alexa.",2017-08-17,0bd4b128-a9c7-4cce-8612-4e9753461146,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628324.361058,send texts and it is especially useful to show off the capabilities of Alexa,0
Marcanze,0,App of the year!!!!!,2017-08-06,33b3d4cb-0378-49d0-a8a0-fa70bdf761cb,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628324.382428,Five Stars,2
Dustin L. Carpenter,0,Very refreshing to come across an app and Skill for Alexa that isn't garbage or completely useless. Something that just works how it is supposed to and isn't used one time and then never touched again.,2017-03-16,f425dba4-7988-41bd-a1b0-d831767a8564,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628324.403251,... across a app and Skill for Alexa that isn't garbage or completely useless,7
Schmitt,0,I'm just a day in but this app is amazing.  It really expands what Alexa can do with real world functions that are so much more than the fluff most apps offer.,2017-04-21,83371912-91b0-407f-b6c9-b5d711fa0fbd,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628324.4245794,Real Functionality,1
Chris,0,"it's at beta but so useful and great potential.can I suggest adding the function to send you text messages or voice memos as a reminder. alexa, ask mastermind to send me reminder Tom 8pm to bring out the trash",2017-08-04,818f09be-09a7-4b40-a854-60655c8f9264,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628324.442873,Great App,0
Amazon Customer,0,Wow thats  really impressive good job mastermind,2017-08-07,0d448a48-bc03-4cce-9ed0-c73f8f0f6977,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628324.464894,Should get this skill,1
hilary,2,Love this app now I have got it up and running thanks for your help,2017-02-10,93f495a6-c8ed-42f9-acb3-cb28dda373dc,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628324.4868102,love this app,1
Buckleguy,0,Worth the early access fee. Best app I have. Keep up the great work.,2017-01-12,dca9d4ce-6260-4530-9d00-ad7ed9840109,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628330.1726801,Best app ever,1
KKY,0,I'm amazed by the Alexa integration with Mastermind.  Absolutely amazed.,2017-07-25,0d28850c-14fb-409b-841a-88c5804404bc,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628330.18978,Amazeballs!!,0
Jesse Quintania,0,I think it's awesome it's been very useful to me,2017-07-18,dd2e9cbf-104a-45a6-8f04-708ecfcf49ba,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628330.20994,Five Stars,1
Amazon Customer,0,Love it,2017-01-24,68226f40-ec94-4668-9fe1-6ed4145aff31,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628330.230569,Five Stars,4
Reggie Maddox,0,Ask Alexa to ask Mastermind takes too long,2017-07-30,1849f5d3-b21a-4b3f-ae20-58f27486d1c2,3.0,Mastermind - SMS Text Messaging & Phone Calls,1503628330.2520561,Three Stars,1
Amazon Customer,0,So worth the $$.,2017-01-13,10db889c-b376-407b-a213-75c6493eebb8,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628330.2741606,Four Stars,1
Doug,0,"Great idea and response, until it tries to find a contact name, then always gets it wrong, which renders it useless.Great potential.",2017-03-07,03ddf82f-1079-48cd-b80b-3012866747fd,3.0,Mastermind - SMS Text Messaging & Phone Calls,1503628330.295027,"Needs work, never gets contact name correct",1
Marc Caravella,0,"Excellent feature set and phone integration. Very handy for voice operation while driving (yes, I have an Echo in my car)",2017-06-25,4c11a4d0-7071-40d3-a7f4-b3789fea2b62,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628330.31252,Brilliant,0
Big Daddy Akbar,0,So far so good! Keep up the good work.,2017-07-15,773592dc-4d45-49c9-810e-251a094bdbed,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628330.336637,"Mastermind,  Alexa,  and anymote work good together.",1
Deanna R. Tielking,0,This is the skill that will make Alexa apart of everyday life. Looking forward to seeing it evolve.,2017-08-10,d8c5c14a-da0f-4ffb-bda8-9203e46dea28,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628330.355007,A must have skill.,0
Amazon Customer,0,Phenomenal piece of software,2017-08-06,bf27b75e-63bc-4762-aaf7-a1640925f424,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628336.0897028,Five Stars,1
Benjamin Kemper,0,Great app!,2017-07-18,dc57ee80-e0c4-44dc-b764-ca49a3c53c2e,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628336.1099849,Five Stars,1
Dan E.,0,I think Mastermind ROCKS,2017-08-15,f6c84639-f464-4756-8f4b-b39e422edf6a,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628336.130312,Mastermind,1
bdwatt,0,Great! Now Alexa does everything! She's making me lazy or every day :-),2017-08-24,47bff927-087c-4c36-9cdf-775817fcb667,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628336.152351,Alexa even texts and reads them,0
theDeacon,0,"I will be honest , I just started with this app. I was hoping that I could talk straight through Alexa and not have to use my phone. I'll keep working with it and report my progress in these reviews.",2017-06-18,d4952110-e0cd-4bf3-95e5-1b452ea45400,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628336.174298,Just started and it's already a little bit of fun and a challenge too,2
Lee,0,Working well so far!,2017-03-18,3312acd4-5eb8-4c3f-b09d-e763fe6f13d9,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628336.1970592,Five Stars,1
biggestbamboo,0,Now what does it do that I can't do on my phone faster? It seems to add some OK Google commands to Alexa,2017-04-19,d4074882-1cee-42f1-914b-e2d9794126e3,3.0,Mastermind - SMS Text Messaging & Phone Calls,1503628336.2223608,It works,1
Amazon Customer,0,I like I can see notifications on my computer while I work,2017-08-04,46f64827-fc34-4de0-91a8-8c8f20e09364,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628336.2476811,Five Stars,0
Nicholls Remodeling LLC,0,"Fantastic! We're excited to integrate the use of this in our business, with the main focus on scheduling, listening to messages and returning. (calls all hands-free) so far, everyone loves it!",2017-08-18,d51f37c4-e93c-4e30-93de-e60dc4fefde5,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628336.2697556,Fantastic! We're excited to integrate the use of this ...,1
Andrew storz,0,This is by far one of the best skills. Definitely worth the wait. I would encourage everyone to try this skill.,2017-05-10,a9b3c0ca-1c68-47a1-9b84-7460b48d8043,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628336.288183,Fantastic!!,5
Ian,0,very good!,2017-07-22,de456f2c-478f-4886-9418-7760a9f0c92e,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628342.088844,Five Stars,0
Amazon Customer,0,Mastermind is great and will be even better after I learn the mini commands that I can give it. Where has it been all my life!,2017-07-16,8e0fe094-53df-429b-889c-46c394e19436,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628342.106781,Spectacular!,0
doug garske,0,"fair dinkum!  this is a bloody beauty... its like an Aussie developed it... its simple and just does what it says (but im sure it in the background its a busy as a one legged man in a bum kicking competition).  when i get home from a hard day hitting the frog'n toad, this makes my Alexa experience worthwhile.  Even thought the bloody drongos at Amazon havent even switched on the Aussie part of Alexa yet - as if we live out the back of Bourke past the black stump and we don't speak proper good English.  I have renamed Alexa to Shazza just so it doesnt sound like toff nosed Seppo named it.Doug",2017-01-12,958d9991-524d-44eb-bf1d-7b77d71f6c15,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628342.128598,fair dinkum!  this is a bloody beauty,5
Kenny Meyer,0,"Love it! I am legally blind, this app makes my life much easier.",2017-08-19,4598fc49-ad84-4285-825f-73ab900c37ed,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628342.1489868,Blind assistsnce,3
Robert Smith,0,Easily the best skill on my echo. Using lg v20,2017-03-07,aa1944e1-8db0-4709-97ac-20c29e1ec3c1,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628342.171623,Five Stars,3
Marty,0,Sounds great can't wait,2017-08-11,0bbd320b-ffaa-4ed6-96b2-cb718434a147,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628342.189291,Can't wait,0
Amazon Customer,0,Very fun app!Got my sister in California  an echo and we can chat while cooking or hanging out! And the ring my phone skill is very useful!! Thank you for including me on the beta version!!!,2017-04-25,7c3bbc18-329d-45e2-9fe4-825031fd0b6a,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628342.212476,Useful and entertaining!!!,2
Jackie H.,0,"Works great,  very easy to use.",2017-07-31,4f42ebe8-54da-4858-96a8-ed2e771ba884,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628342.230666,"Works great, very easy to use",0
C. Bonilla,0,Best app for Amazon Echo! Thanks for all your hard work guys! You're the best! Finally I can make calls and send text messages!,2017-02-10,a62bdada-22ee-493b-a32c-38d889578ebd,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628342.2512894,Amazing app for Amazon Echo!,2
jmarcus,2,works when it wants to.  depends if alexa wants to listen i guess.,2017-02-25,1e6f93a9-e018-4178-8043-61739622b7b1,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628342.273217,works when it wants to. depends if alexa wants ...,1
ArJay TheDigital Professor,0,"After hearing all about the app & all the amazing things it can do, I have access to the beta. Couldn't be more excited. Looking ahead to all the progress.",2017-02-02,9b5582b5-0c54-489a-a243-06f69b79635b,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628348.201396,What Next?,2
Amazon Customer,0,Not doing great. Does not do what it is suppose to do. Very disappointed:(,2017-07-18,e3a8b8ba-3138-4e21-b968-ac520cb4c1fe,2.0,Mastermind - SMS Text Messaging & Phone Calls,1503628348.22207,Two Stars,0
Amazon Customer,3,"I paid $15 for instant access, but it still says I'm on the waiting list, I don't understand why but it's supposed to bypass all that stuff. Maybe I'm doing something wrong?",2017-02-03,4d8c9e29-af9f-4bac-ba4c-f20da8a377e9,3.0,Mastermind - SMS Text Messaging & Phone Calls,1503628348.279014,Still on the waitlist,7
Paul C Sturgeon,0,Great App..I use it constantly. I am a little Leary of what it will cost when the beta ends.  I would pay 1 a month.,2017-07-15,f8182254-4560-47b3-9e0d-777e9c52055c,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628348.295243,Great App!,0
Palms,0,Great app/skill set but only problem is calling people as it often gets that wrong but messaging people more often right,2017-08-06,8c0d3e20-47b8-40e4-bfdb-89b75ca989c9,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628348.310231,Control your phone with alexa,0
Roberto C Graves,1,After I have access to my Google account it said I'm on a wait list? Or pay $15 to skip tge wait list....scam?!,2017-08-09,4eaf0a6c-0539-40ec-a37e-40eb5cd318ec,1.0,Mastermind - SMS Text Messaging & Phone Calls,1503628348.335635,Wait list or pay to use,0
Kenny S.,0,Great things to have with Alexa.,2017-08-12,e7fd9b9f-9970-47ad-a2cc-2452c9a44757,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628348.354856,Love it,1
Amazon Customer,0,Simply awesome! And I knw with time it will be a lot more improved. Can't wait 👍,2017-05-16,10b7787a-910e-4302-8455-afb3bce068bb,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628348.371086,👍👍,0
Patrick Lenihan,0,Great app appreciated make more function. I love it. Do more .,2017-07-17,5d7c5c4e-cbf2-4bd4-82a9-bd7848595846,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628348.385299,Four Stars,0
mryanhorn,0,"Way cool, gives Echo Dot features that I wanted since day one.😎 The casting needs to be two commands, one to mirror display, and one to show the notifactions stream...",2017-01-23,abc65669-c829-4971-a67e-9520cbb86c90,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628348.4040508,"Way cool, gives Echo Dot features that I wanted since ...",2
Amazon Customer,0,Cool,2017-07-21,f8ac6268-9701-4856-87fc-91a793c71d04,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628354.1099148,Five Stars,0
Dan Weathers,0,Most useful software I've seen in years,2017-07-16,5c22e658-bfe3-4833-bb0d-6ed8e4adc917,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628354.1275811,Five Stars,0
JustDavid,0,Awesome app adds so much utility to my Echo devices.,2017-07-30,77a82645-2624-4085-b215-69c3da0a55b7,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628354.145709,Adds so much,0
RK,0,Great for finding your phone at home!,2017-08-16,c07665ee-fdb5-450d-a05f-2d5a3e385785,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628354.1634526,Five Stars,0
Amazon Customer,0,Very good,2017-07-17,a4e41161-9103-43e3-aa40-fa34812ec67e,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628354.181561,Five Stars,0
cb40,0,This is an awesome application great job,2017-02-18,b3d0fe87-a77a-4a9b-b359-523aae40fdad,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628354.203111,Great job,2
New forester,0,Seems really good so I have only just got beta trial started but if all is good will buy,2017-07-25,d1056d66-c2bc-4a24-a2f6-9f2966cdc6ff,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628354.2219481,Seems good but early glad that someone can make an echo do things,0
faye steele,0,Like the app need simpler understandingOf all use when an where...love my Alexa,2017-08-06,f86aa4eb-1151-4ff6-8e93-a698cc74be8a,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628354.2395751,Four Stars,0
bigmrc,0,Keeps me up to date and aware of news I'm interested in,2017-08-09,cac26ed0-28f4-4d32-a978-b28f55aa1713,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628354.258776,Game Changer,0
Adam K.,0,It is a fantastic app and very helpful it is worth it,2017-08-17,37fbaf9b-f71c-4b8e-a046-e1570f5bc1ec,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628354.27933,Great app,0
Sammac,0,VERY GOOD!,2017-08-08,d9c190a6-2ba2-4eb7-8d97-ec4dff43634b,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628359.9793189,Five Stars,0
Vic,0,Works great,2017-08-23,bb7664e2-cb5d-459d-acb6-204026f4c054,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628359.99682,Five Stars,0
Peter Watycha,0,So far so good app is working well looking forward to more skills,2017-07-15,45a66d18-3f8e-4165-a5ce-2d35424d9bd1,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628360.015049,Thumbs up,0
DocBeiter,0,Love it!,2017-08-07,a702f8ca-80a9-488a-ba11-eaf6dc652549,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628360.035041,Five Stars,1
Charlie,0,Love how easy it is. Learning something new all the time,2017-08-15,26c6e2e6-33e8-4e0a-9a03-6620de75ae4f,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628360.0544806,Five Stars,0
daniel santiago,0,This app is absolutely awesome for Beta itsgreat,2017-07-27,a99b6db1-1d79-46ec-9b1c-97045a02de40,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628360.072512,Five Stars,0
Defrag1984,0,Very helpful app to add more functionality to alexa.,2017-07-16,48c17ebd-2bf9-42c7-866e-4d1b507a2978,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628360.090153,Four Stars,0
Anika Kelly,0,"So far, so good.  It knows my life!!!",2017-08-06,32d21ba5-00b7-4e71-bd67-d004b07f2a97,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628360.1072109,Awesome,0
Teresa Barksdale,0,Every opportunity I get to use Mastermind I do it!,2017-07-29,e40ca11a-df26-4cdc-9d67-3e40549efa77,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628360.124766,A very useful app.,0
AbdulRahman Essam,0,It is not available for iPhone,2017-06-14,7b529890-30b2-4a4f-b036-4731921e5f9a,1.0,Mastermind - SMS Text Messaging & Phone Calls,1503628360.1450212,One Star,5
Nobody,0,No iOS support yet,2017-08-05,777ac663-a679-476d-8d9d-5743395eabe8,1.0,Mastermind - SMS Text Messaging & Phone Calls,1503628365.981569,No iOS support yet,0
Amazon Customer,0,Absolutely love your app. Well done team!!!!,2017-08-12,78705b29-32ca-436a-a1ac-86c442e1a61f,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628365.998841,Five Stars,0
K. F. Stowe,0,Very very useful,2017-08-05,2c633edb-47e3-4c9c-96fe-d14d8bb3000f,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628366.0159216,Five Stars,0
Tom,0,"Looks good, give me a bit to get used to it",2017-07-02,77f87e8b-667a-4827-8f70-29db0a32ff9b,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628366.03196,New user,0
Amazon Customer,0,"Amazing app, a must have if you have an alexa device!",2017-08-09,996a5eca-ead7-4395-981d-37c47b2e1044,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628366.047474,Must have,0
Philip Torres,0,Works great,2017-07-22,9518c10f-5b05-4648-8871-7dfc700cf910,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628366.064255,Mastermind is a masterpiece,0
G Rector,0,Awsum app. Runs effectively without any issues.  Very good resonse from request and very reliable. Good job. Gordon,2017-01-16,d9120317-5529-43c9-b597-794f3f62c9d0,5.0,Mastermind - SMS Text Messaging & Phone Calls,1503628366.080875,Great app...,2
kevin carter,0,Just having a lot of fun with this,2017-08-17,3d9e158b-d6b8-4679-8ac5-b03be115b99d,4.0,Mastermind - SMS Text Messaging & Phone Calls,1503628366.097486,Nice to have,0
