author,commentNum,content,date,id,rating,skill_title,timestamp,title,vote
Hidalgo,1,I keep trying to link the acct to the Alexa app but it keeps telling me that I have to log on to my Capital One acct and resolve an issue before linking. When I log on there's nothing wrong at all. I spoke to a rep and he informed me to contact the app administrator. Unhelpful.,"on May 12, 2017",7b25d0eb-f880-4010-b5a0-d8fb1dab86e5,1.0 out of 5 stars,Capital One,1503627777.143587,Not helpful,2 people found this helpful.
maggies mom,1,One of the best skills so far! No problem linking account or using skill. Works beautifully and is very useful. Wondering when Alexa will have a skill for my primary bank (US Bank).,"on January 4, 2017",8979dff7-4a15-49ad-a837-eac8caefc4cc,5.0 out of 5 stars,Capital One,1503627777.1882722,Easy setup and works great,2 people found this helpful.
Wendy,1,"I like being able to get my credit card balance on the go.  I also like the idea of being able to make a credit card payment, however, if you have already met your minimum amount due for the month and won't allow you to make an additional payment, even though there's still a balance, therefore you will have to use your app or log into your account online.  I would like to see this fixed to allow a payment to be made when there is a balance on the card, even if there is no minimum amount due.","on August 11, 2017",db6c6eae-0891-40df-8ae4-1933d2f1d87b,3.0 out of 5 stars,Capital One,1503627777.225049,Love the app...needs some work,One person found this helpful.
John,0,Neat idea.  Cool that allows you to create a passcode key and that it interacts well.  Works well.,"on June 1, 2016",44840e87-2aa7-4cda-b991-1c48bcf20ffc,5.0 out of 5 stars,Capital One,1503627783.0505679,Good idea.,11 people found this helpful.
Zane Beima,0,"It's great standard mix of commands are useful. What is my balance, what is my available credit? It all works and stays active until you say, ""that is all"".","on June 4, 2016",5b40870a-b194-4aa7-beaa-321fc8a86d6b,4.0 out of 5 stars,Capital One,1503627783.0704389,"If you use Capital One, this is useful.",10 people found this helpful.
Charu,0,Well done Capital One!! Proud of you!!,"on December 3, 2016",09afaabf-7660-4cc2-b5bd-13aabe5576f3,5.0 out of 5 stars,Capital One,1503627783.0885718,Well done !!,7 people found this helpful.
Meera,0,Works fast and smooth,"on December 5, 2016",5a4c9d75-35b6-4750-9259-9ffd7f02f867,5.0 out of 5 stars,Capital One,1503627783.108592,Awesome,4 people found this helpful.
Amazon Customer,1,"When I try to enable the skillset, it says i cannot pair my account till an issue with my account is cleared. It prompted me to login to capital one website. i logged in. no where in the website it say what the issue is and how to clear this. I have tried using the alex app on the phone and alexa.amazon.com. Completely unfriendly user experiences.","on July 12, 2017",48cf9de1-8bed-4919-9b12-271be3c7be1d,1.0 out of 5 stars,Capital One,1503627783.136448,Useless Application.,0
Kindle Customer,1,"Works well, but could really use some improvements. For starters, it would be nice to hear your most recent transactions when you ask for recent transactions. Instead, Alexa tells me the largest transactions in the past 30 days. What I really want to know is what went through yesterday! Also, would really like to see more support for bill pay and P2P payments, especially for accounts I already have set up. Overall, it's good for hearing your current balance though.","on December 28, 2016",b8818102-2538-4d39-9ff4-a93707e41c40,3.0 out of 5 stars,Capital One,1503627783.1672409,Pretty Good,7 people found this helpful.
Amazon Customer,1,It works great but i havent found a way to close a session. It just remains open so someone else could use it under my account.,"on April 5, 2017",7d295080-46c0-488f-ac0d-d3f30526c327,3.0 out of 5 stars,Capital One,1503627783.199959,End a session,3 people found this helpful.
Amazon Customer,1,"Seems like it could be good,  but 99% of the time it states it ""cannot access the capital one skill right now""","on December 7, 2016",4a2d58a0-3a10-423f-9c46-3e7d88b42bf4,2.0 out of 5 stars,Capital One,1503627783.235481,What skill?,6 people found this helpful.
M. Pyyhkala,0,"This skill has many great features even in its first release. You can access many different accounts and perform a wide variety of transactions. Congratulations to Capital One  for embracing new technology! Many financial institutions take a far more conservative approach, and I am glad I am banking with capital one being on the edge. I also like subtle nuances like being able to turn off the extra pass code. I don't need that, and I am glad the capital one really thought this out.","on March 12, 2016",90ed6e98-4a99-4633-9e62-bf0bdb5b9c4b,5.0 out of 5 stars,Capital One,1503627783.2552,Congratulations Capital One for Being a Financial Services Tech Leader Excellent 1.0 Release,11 people found this helpful.
Jeff S,1,Fast to retrieve but wont let you make a one time payment as I pay off my card frequently instead of waiting to the end. So its not only good for quick balance,"on October 26, 2016",aaaf6347-45e4-48a5-b08c-78c33f3f30a1,3.0 out of 5 stars,Capital One,1503627783.275059,Needs work but fast to retrieve,4 people found this helpful.
Amazon Customer,0,Just purchased my Alexa nd how easy to linked up my Capital One super quick nd easy.,"on December 18, 2016",96b2f7e2-251f-4936-8b66-fd7d7f64de02,4.0 out of 5 stars,Capital One,1503627789.102394,Quick n Easy,3 people found this helpful.
Amazon Customer,0,Just installed the app today and I'm having no trouble at all very accurate,"on December 13, 2016",38a91b88-7b5d-49bc-87cd-d8c249718332,4.0 out of 5 stars,Capital One,1503627789.125878,works fine,3 people found this helpful.
G20t,1,Pretty darn cool.,"on March 11, 2016",ec326966-bd36-4507-8619-871d3d81cae2,5.0 out of 5 stars,Capital One,1503627789.159699,Another useful feature for Echo,8 people found this helpful.
John M.,1,The Skills app tells me I need to clear something up with my account and to log in online to Capital One.Nothing wrong with the account; oh well.,"on July 19, 2017",54672628-4ed9-44e6-ba3d-03240c43530a,1.0 out of 5 stars,Capital One,1503627789.1956701,Can't link,2 people found this helpful.
Nivek Yrrek,2,"I like this skill, and it seems to keep getting better all the time","on November 2, 2016",73311771-1f47-4465-8aaa-cebe1bab4212,5.0 out of 5 stars,Capital One,1503627789.2610471,I like this skill,6 people found this helpful.
Coyote Pants,0,Working fine for me with Capital One credit card.,"on June 20, 2017",d0f7735c-44c1-41f5-8cbc-eff1a307b71c,5.0 out of 5 stars,Capital One,1503627789.2872179,Works fine,One person found this helpful.
Doug Coleman,0,Works well but can be long winded if you have several savings accounts,"on October 22, 2016",198df117-69bc-40b0-bf25-ed9bce4dbd04,4.0 out of 5 stars,Capital One,1503627789.309563,Works well,3 people found this helpful.
Gyongyver Peszeki,1,Impressive - love how this bank always pushes us forward!,"on October 10, 2016",d450a48e-f0d6-44ed-907c-7c16e96a7570,5.0 out of 5 stars,Capital One,1503627789.344739,Great - and only the beginning!,3 people found this helpful.
James H,2,Proxy ErrorThe proxy server received an invalid response from an upstream server.The proxy server could not handle the request GET /authorize.Reason: Error reading from remote server,"on July 15, 2017",b7dcd758-b377-4470-842f-8aa508b3864e,1.0 out of 5 stars,Capital One,1503627789.383988,Proxy error on the CO website,0
Tunia,0,Worked flawlessly,"on October 2, 2016",37c23f3d-ce90-4bfd-b1ff-dac540bb989b,5.0 out of 5 stars,Capital One,1503627789.4022348,Works well,3 people found this helpful.
L. Zapata,0,Amazing!!! Now I don't have to log in to check balances and payments on my computer or cellphone. I'm really happy 😊,"on August 5, 2016",8e5a9230-a564-4ac5-98a1-4426a9b22179,5.0 out of 5 stars,Capital One,1503627795.3224058,Peace of mind,8 people found this helpful.
Madalyn Ainley,0,How useful!!! I've been waiting for skills like this to show up. Made my day. Thanks Capital One :),"on March 10, 2016",dbf3664e-fe7c-48a4-b968-b48fc51f3e05,5.0 out of 5 stars,Capital One,1503627795.344935,This is what I'm talkin bout!!,6 people found this helpful.
John Shaw,0,Great skill it I think that you need some extra security on who can ask the question.  Maybe use their voice as a security key or send a request to swiftID to approve,"on March 30, 2016",732d6621-49a7-449b-a891-19d9ae1750ab,5.0 out of 5 stars,Capital One,1503627795.3650491,Good skill needs better security,5 people found this helpful.
specialmias,1,Major connection issues but it works as advertised otherwise with capital one 360.,"on December 8, 2016",d201b355-ba43-4e5e-ac28-e94cadf4e22e,3.0 out of 5 stars,Capital One,1503627795.398848,"Works, simple, needs to specifically note accounts",2 people found this helpful.
Lee J Richmond,1,"I paired the account with Alexa; however, Alexa lights up with no voice as i ask her to open Capital One and then she grows dark. I paired and unpaired several times with the same result. Does anyone have any suggestions.,. Spotify opened without any issue.","on July 13, 2017",3522d423-7194-4a48-bee0-ed983b4663ea,1.0 out of 5 stars,Capital One,1503627795.43729,"I paired the account with Alexa; however, Alexa ...",0
rodney,1,One of my favorite skills. Easy and quick access to my account information.,"on January 16, 2017",1687584a-faee-44f8-ac91-70fdb24ef457,5.0 out of 5 stars,Capital One,1503627795.481984,Works perfect!!,4 people found this helpful.
Landon,1,Really conveinient. Would be nice if you could vary the exact verbiage you use when interacting with Capital One.,"on November 12, 2016",e9ea7976-fd13-4493-b934-596e9df01b5a,5.0 out of 5 stars,Capital One,1503627795.5199099,Great Add,7 people found this helpful.
Bill Arnold,1,Connected easily and use this one almost daily.,"on May 13, 2017",3cff1032-352f-44a9-8674-7a017a3f0b02,4.0 out of 5 stars,Capital One,1503627795.5561469,One of my fav skills for echo,4 people found this helpful.
A. Mena,1,Doesn't work for me. Alexa says my account isn't linked but this skill says it is. Can't get it to work. Tried over 10 times. Very frustrating.,"on December 20, 2016",53f4a21d-2b5c-45bf-8cb9-894fd73a1273,1.0 out of 5 stars,Capital One,1503627795.604984,Doesn't work,4 people found this helpful.
Jeffrey Kennett,1,Works great on my Echo.But.I can't get the new Alexa in the Amazon app to open this skill. That doesn't seem very cool. Wherever Alexa is this should work.,"on March 17, 2017",e056d28f-169f-4cd5-829d-92312c9fc5d7,4.0 out of 5 stars,Capital One,1503627795.628129,Very Easy to Talk W,3 people found this helpful.
Voravech Nissaisorakarn,1,Works well with me,"on December 18, 2016",69277e0f-ca84-4b2f-be87-c2c31e760978,5.0 out of 5 stars,Capital One,1503627801.394791,Great skill. Must have for Capital One customers,2 people found this helpful.
Rod Hammer,0,"Very nice application.  Once you get the information you need, then ask away!!","on October 22, 2016",82dd0f05-4ef6-4bc4-b81d-91aeb1049c49,5.0 out of 5 stars,Capital One,1503627801.4138398,Nice application. Hope more banks will join in,4 people found this helpful.
shift`,0,Great skill. Very convenient. Happy to be a customer of a bank that's constantly pushing out new technology.,"on May 12, 2016",3d85f6ee-af6e-435d-ad64-1f882a70bd98,5.0 out of 5 stars,Capital One,1503627801.433631,Great Integration Experience with Alexa,7 people found this helpful.
grandmasterv,0,Works great! Good work on Capital One on separating themselves and having this Skill.,"on August 23, 2016",d1992ffc-f4cd-4a13-896e-696f8d2f14cd,5.0 out of 5 stars,Capital One,1503627801.45718,Works great!,4 people found this helpful.
Rafael Benevides,0,Congrats to Capital one,"on December 2, 2016",fed41a2a-db18-4418-9bd0-30a19a988a9e,5.0 out of 5 stars,Capital One,1503627801.478951,I loved it.,4 people found this helpful.
Amazon Customer,0,Simple to use and conv,"on December 2, 2016",dc839010-3c01-4b7f-9a96-d8e6c8b01fbe,5.0 out of 5 stars,Capital One,1503627801.499182,Awesome,4 people found this helpful.
Erick,0,Really great way to check up on my account and works flawlessly! Absolutely love it!!,"on March 11, 2016",75a6d33c-6aef-4720-a0b5-b228dde04958,5.0 out of 5 stars,Capital One,1503627801.518433,Great skill!!,7 people found this helpful.
Ennvyy,1,"I just tried it out. She confirmed my pin and I had no issue getting my account info. She asks if there is anything else... Saying ""that's all""ended the  season. Seems like a handy skill. Haven't tried the pay Bill part yet but id rather do that myself.","on May 5, 2017",e63ffcc8-9d8e-4ed4-9c66-42f68640c200,5.0 out of 5 stars,Capital One,1503627801.551805,Easy to use,One person found this helpful.
Kels,1,I love this for quick checking accounts. It's so fast and so helpful for right before I buy something online! It awesome to just ask you account balance and immediately get and answer. So much better than having to look it up or stop what I'm doing to go into the app.,"on February 5, 2017",33b96bcc-3e47-42c0-a5c5-2263479b29d1,5.0 out of 5 stars,Capital One,1503627801.587803,Love it for quick access to accounts,2 people found this helpful.
Ish1950,1,"I can't get even get started. It say unable to open windows, disable popup blocker. I have no popup blocker period, on off or otherwise . It would't work in Edge or Chrome. I installed Opera and it still didn't work I'll just wait for Google!","on December 21, 2016",be37cda7-e04e-46cd-a13f-7ad840e835e0,1.0 out of 5 stars,Capital One,1503627801.607182,Alexa wasn't the problem,2 people found this helpful.
P. COOK,1,App Enabled and account linked.  Alexa provided account balances for all 3 of my accounts.,"on March 3, 2017",bf8ead08-4fd9-4e8d-b6e4-7fcead712f24,5.0 out of 5 stars,Capital One,1503627807.414625,Awesome,4 people found this helpful.
Duane Kahrs,1,"It doesn't work ! :-(  I enabled it but Alexa says I need to enable...I ask her to enable it she says it's already Enabled...""to use this Skill you can say Alexa, open my Capital One"" but when I do she says I need to enable it ! !","on January 7, 2017",6e9dc97c-9b5e-4d46-a605-b2768c4fa21d,1.0 out of 5 stars,Capital One,1503627807.446272,It doesn't work!: -( I enabled it but ...,2 people found this helpful.
Minnie,1,Super easy to use plus I love that I can access my account with just my voice. Nice job Capitol One!,"on October 14, 2016",29bbd358-037c-42bc-83bc-516f31c15e86,5.0 out of 5 stars,Capital One,1503627807.4798121,Love it!,3 people found this helpful.
Blue,0,Love this!,"on July 16, 2016",b4095392-6c09-48e5-b616-9b5d89fa6fc2,5.0 out of 5 stars,Capital One,1503627807.499607,Awesome,2 people found this helpful.
Juan Rivera,0,So far so good will get back on this when I make my first payment,"on January 9, 2017",209438e6-89aa-4d08-a2c1-e5a8f0095c1b,4.0 out of 5 stars,Capital One,1503627807.51911,Good so far,One person found this helpful.
Mikester,0,It won't let you make a payment unless one is due so a one time payment any other time of the month is not possible. Lame!!,"on November 7, 2016",4531042d-a2bc-47bd-a014-a93ddb9e9705,2.0 out of 5 stars,Capital One,1503627807.539127,Needs improvement to really be useful,5 people found this helpful.
James West,1,SEEMS THE ONLY OPTION IS TO PAY THE FULL BALANCE OR THE MINIMUM PAYMENT.,"on September 18, 2016",882ac5be-61c0-44d1-83d4-93dd0483a2ed,3.0 out of 5 stars,Capital One,1503627807.57065,PAYMENT ABILITY,3 people found this helpful.
Dan,0,"Fo far good., able to check Balance and see recent transactionsWhy can I not ask for the recent transaction by saving checking or saving or credit card? Why do require to tell the last 4 numbers of the account.","on May 28, 2016",a24379f8-dd87-4902-b8af-a03cd3a90dae,4.0 out of 5 stars,Capital One,1503627807.5881732,"Very cool, could improve voice commands recent transactions",3 people found this helpful.
Jeff,0,Fast way to check balance and hear transactions.,"on February 5, 2017",b8782802-5949-41a1-895d-27192da250c8,5.0 out of 5 stars,Capital One,1503627807.6044521,"Easy, fast",One person found this helpful.
Frank Duenas Merfalen,0,Wow!!  I love this skill application!  😀👍,"on July 15, 2016",c976460d-67a5-4df6-b16a-c607a6a07dca,5.0 out of 5 stars,Capital One,1503627807.620735,Quick & Easy,3 people found this helpful.
Michael Kelley,0,Amazing! I love this app!,"on July 2, 2016",677e29ac-7e45-47a7-a311-3cf8fe39f567,5.0 out of 5 stars,Capital One,1503627813.3441439,Awesomeness!!!!,3 people found this helpful.
Special K,0,Works perfectly,"on March 11, 2016",d48b4ce1-ca7f-4b84-94aa-4844df5ef730,5.0 out of 5 stars,Capital One,1503627813.36451,Excellent,6 people found this helpful.
Amazon purchase,0,A Must have!!,"on July 15, 2016",7310b521-d5ce-4e1f-a94a-d0e8c08764f2,5.0 out of 5 stars,Capital One,1503627813.385026,AWESOME SAUCE😃,3 people found this helpful.
Tony Davis,0,I have to heard all my balances. This would be annoying if I had 10 or more accounts.,"on February 1, 2017",00d23b43-ab90-49da-abbe-9b3d6369fb13,4.0 out of 5 stars,Capital One,1503627813.407776,Great,2 people found this helpful.
Kevin Smith,0,Worked great for me with an ING/Cap360 account. Haven't tried to pay a bill yet but excited to try.,"on July 1, 2016",dcc1ed25-6aba-4fa2-90de-a4a8f7aa575b,5.0 out of 5 stars,Capital One,1503627813.4282691,Works as Advertised,7 people found this helpful.
Amazon Customer,0,Awesome,"on August 24, 2017",3ff81bbe-b356-4e6d-ab36-0025c9c05842,5.0 out of 5 stars,Capital One,1503627813.447746,thanks,0
J. Alves,1,"Says I have an error and I don't,  don't bother to try","on August 8, 2017",311e6e60-5195-4a55-ac2c-69de4c78d668,1.0 out of 5 stars,Capital One,1503627813.472307,Can't link the account,0
RomeGoLARGE,0,So convenient! Information at my fingertips!,"on March 31, 2017",6c1fb6fd-125b-42a5-9f9f-3e4fbfb78207,5.0 out of 5 stars,Capital One,1503627813.489457,Absolutely love it!!,One person found this helpful.
that phone guy,0,It's great!,"on March 12, 2016",f31be625-e0ff-4f48-8912-8dbdfc32cff8,5.0 out of 5 stars,Capital One,1503627813.5057228,Money money moooonieee,3 people found this helpful.
Andrew Berlin,0,Great app! So much easier than using my phone,"on December 22, 2016",3e9a13c6-adf5-423f-819e-cdb948c69226,5.0 out of 5 stars,Capital One,1503627813.522453,Convenient and Fast,2 people found this helpful.
Marion Muscare,0,That's all she ever says. I enabled and linked ok. Bye.,"on May 28, 2017",7de21433-fc6a-4484-abe8-4d72f44c690e,2.0 out of 5 stars,Capital One,1503627819.324165,"Sorry, Having Trouble",0
absentee,1,This is fantastic.,"on December 29, 2016",4f9efa11-5b8b-4337-a72b-3eec28837b27,5.0 out of 5 stars,Capital One,1503627819.372726,Love it for our credit card account!,2 people found this helpful.
Andrew311,0,I love that I have access to my balances and activity quickly,"on December 15, 2016",00f166c7-49bc-4b23-9f92-8c395f9f4b6b,5.0 out of 5 stars,Capital One,1503627819.3929658,Very cool!,4 people found this helpful.
steven,0,Works great!  Love it,"on February 20, 2017",afa4d7e8-1283-4864-96e5-afde04cc9b47,5.0 out of 5 stars,Capital One,1503627819.4259489,Awesome App,One person found this helpful.
Amy Mule,0,Glad to start seeing some really useful skills emerge! Great job Amazon and Capital One!,"on March 12, 2016",882f1587-d55c-4ed2-9102-1d4eba79b0e7,5.0 out of 5 stars,Capital One,1503627819.465235,Great new skill for Alexa!,2 people found this helpful.
Terren Peterson,0,This is really useful.  It is helpful to be able to check my balance hands free.,"on April 2, 2016",17c07ce6-62dc-4c36-8168-5959efd293cd,5.0 out of 5 stars,Capital One,1503627819.504439,Helpful App,2 people found this helpful.
Brian J. Flynn Jr.,0,Love it!,"on December 29, 2016",0c01b26f-13d8-4f74-9d07-8e70f5267dab,5.0 out of 5 stars,Capital One,1503627819.5331142,Works Great!,2 people found this helpful.
Amazon Customer,0,Fantastic skill! Awesome to see a bank on the leading edge of tech,"on March 19, 2016",3e4ed522-680c-401f-9d58-2f8e9cbbdf84,5.0 out of 5 stars,Capital One,1503627819.55456,Great skill,2 people found this helpful.
The Sashman,0,I put in the correct login information.  It said it was wrong.  I had my password reset and tried it again.  Still won't work.,"on March 15, 2016",60a52974-9dcb-432b-93fa-a5f28f5c78d7,1.0 out of 5 stars,Capital One,1503627819.580893,Doesn't Work For Me.,4 people found this helpful.
Jim D. Combs,0,Love this one of the best Alexa skills. Hoping Chase does this.,"on March 12, 2016",6adf6032-b365-4a45-aabc-1918e7ab3ee9,5.0 out of 5 stars,Capital One,1503627819.6017458,Very useful.,2 people found this helpful.
cliff f.,1,It says skill enabled successfully but won't open until I finish and says wait until says successful Alexa says skill enabled but won't open until I finish linking which I did,"on February 22, 2017",0a37158e-f3fb-4abb-b3bd-e734a5a16398,1.0 out of 5 stars,Capital One,1503627825.310373,Does not work,3 people found this helpful.
Amazon Customer,0,"Great skill, works perfectly for me.  Kudos Capital One.","on March 15, 2016",2a7c042a-21ce-45bf-8f14-5f5d86bcf0a0,5.0 out of 5 stars,Capital One,1503627825.330275,Works great,2 people found this helpful.
Amazon Customer,0,"Capital One is on top of their game, I'm loving it","on April 4, 2016",389d6251-f4ef-46b7-807c-a1b5322b8024,5.0 out of 5 stars,Capital One,1503627825.350196,Works like a charm,2 people found this helpful.
Amazon Customer,0,Works great!!! Other credit cards companies take note!!,"on March 11, 2016",dde83544-0461-4498-b6b0-33a72c64bd61,5.0 out of 5 stars,Capital One,1503627825.369898,Great stuff!!,2 people found this helpful.
Daisy,0,"I love Capital One!! Always at the forefront of everything, just like Amazon! Very useful and excuted well for such early stage technology. Can't wait to watch this evolve even more. Thanks to my two favorite companies!","on April 30, 2016",4721120e-d8f3-4a08-a539-7f141060c25f,5.0 out of 5 stars,Capital One,1503627825.393613,Awesome,3 people found this helpful.
Matt,0,Awesome!  Nice job Capital One!,"on August 26, 2016",95336969-2695-4a6c-b357-08d45ae901d8,5.0 out of 5 stars,Capital One,1503627825.417095,Simple and Secure - Great Skill!,4 people found this helpful.
M. Sullivan,0,I wish other banks would do this!,"on March 14, 2016",0e385299-6209-407b-b2b3-0898e6eb3a0c,5.0 out of 5 stars,Capital One,1503627825.437539,Great!,2 people found this helpful.
Right Hand,0,One of the few useful skills that really works and is not to cumbersome to use. I hope other financial institutions jump on the bandwagon. Great skill,"on March 22, 2016",ed38501c-e0f6-4e4a-98c1-c344f464325c,5.0 out of 5 stars,Capital One,1503627825.459098,One of the few skills that's easy to use and works.,One person found this helpful.
Hetal Pandya,0,Awesome!,"on March 15, 2016",56cf1818-eaa5-4262-af21-bd83b833c330,3.0 out of 5 stars,Capital One,1503627825.478761,Great!,2 people found this helpful.
Amazon Customer,0,Cool new way to interact with my finances!!,"on March 11, 2016",54a784c5-1b0b-438d-bdba-795c024fe562,5.0 out of 5 stars,Capital One,1503627825.498333,Great new skill,4 people found this helpful.
K. Browning-mezel,0,So easy to make a payment. Love this!,"on December 29, 2016",ae2c84f6-73d1-437e-be1d-9af29dd13c5d,5.0 out of 5 stars,Capital One,1503627831.531017,Fast easy payments,One person found this helpful.
Amazon Customer,0,Great Skill! This is the most useful skill yet for Echo. Had the option to CHANGE the payment amount been available I woul given 5 stars.,"on March 24, 2016",28a84f03-df02-43f4-ac8b-b740ebb5cfe2,4.0 out of 5 stars,Capital One,1503627831.564824,Best Skill,3 people found this helpful.
Sibish,1,Keep saying the skill is locked even though I linked and relinked. Not able to use the skill.,"on June 29, 2017",fdf2985f-bb01-46c4-9a63-91da37aae2bd,1.0 out of 5 stars,Capital One,1503627831.605414,Skill locked,0
Ron Reinholt,1,Acknowledges and asks for pass key then stops.,"on January 11, 2017",1cf76f45-e395-4ea1-95e9-bc225c36f12f,1.0 out of 5 stars,Capital One,1503627831.6487749,Doesn't work,3 people found this helpful.
Ed Blazejewski,0,This is a very cool skill!  Thanks Capital One!,"on July 17, 2016",df89a030-3dfe-4d69-9781-c7a79a5aa1c2,4.0 out of 5 stars,Capital One,1503627831.677932,One of the best skills,One person found this helpful.
Amazon Customer,1,"Excellent, just like Capital One!","on August 10, 2017",2cac4bd8-14a6-4bc9-8943-ebf5ad5f9c2e,5.0 out of 5 stars,Capital One,1503627831.710592,Excellent,0
Joshua Kegley,0,Awesome app! Love that it tells me all the balances.,"on October 19, 2016",e1e42da4-2f3d-440e-bcdd-7127b04be92e,5.0 out of 5 stars,Capital One,1503627831.730649,Nice app.,3 people found this helpful.
Buyerzer0,0,Perfect! This is one of the most useful skills on echo to date!,"on March 14, 2016",fd868151-a352-42c7-aa31-2e2a85cc26e8,5.0 out of 5 stars,Capital One,1503627831.748781,Perfect!,One person found this helpful.
